用户ID,用户名,用户评论数,注册时间,用户平均评分
vOVR7p0L41MpXblkb34nuQ,Luigi,305,2011-03-26 17:07:30,3.46
sTyvPtWrEeqNcbmLcHclGw,Valerie,238,2008-05-07 03:36:10,4.07
4DN9WS2gf7Y2SYh0LaqDqA,Jireh,438,2009-09-11 00:55:29,3.74
YseAMgPEVsZoi9ew_YIxfA,Leslie,8,2011-03-08 01:03:45,2.22
S2nzw5-cxnVcMV8f9fLfXQ,Mindy,28,2008-03-25 08:55:39,4.18
zy4NqQpPWNRftutQEhVb1g,Whitney,364,2010-01-10 15:50:06,3.64
pJALqPYTjzoV9xpd34WB6g,Valerie,492,2008-09-09 15:09:21,3.51
DDYzPldx4_s8h0SYfA6enw,Eugene,245,2010-10-15 01:44:13,3.79
ovq6MrgSLj8eUYlUY0dUiw,Yorkie,20,2010-04-24 02:36:28,3.6
UcPPGD7cn99JIQiQcaFCjw,Robert,11,2010-03-18 18:56:24,4.09
rD6xc7qevQ7_dGzk4hkoHA,Avi,65,2010-12-08 18:32:09,4.14
0YXnCPPqtIvuhhXv58Z41w,Larry,416,2010-05-09 19:01:44,4.09
hXdvUDRWCw58KzoZfQng3w,Alyssa,112,2010-12-28 01:03:58,4.42
x3133lbPRsll8t2lrZeApw,Mike,656,2011-04-04 21:30:13,4.03
7IV3JXTXufasWNSkDEdrcQ,Benjamin,828,2009-04-17 19:05:18,4.52
-0PAZdTUGDCLONQYLm7yCg,Ed,37,2009-01-19 01:10:23,3.14
4KYNUsdA-tPe-iKKudb0uQ,Sandy,535,2010-06-25 03:50:32,4.0
2iW5PV_cQkoU_HZIAQJkKw,Tim,139,2010-01-21 14:25:30,3.88
NGcH1lvIvrzgzCTPca3DEQ,Sidney,923,2009-06-16 23:33:47,3.72
5xZHQ1O3bt0sOB7IKyup3w,Stephanie,367,2009-05-20 18:47:28,3.56
iodvqnuRYBxcw-NIPpQV7A,Curtis,31,2010-10-11 00:30:47,2.81
RsnB0SOUAqgqCfamc0iZIg,Prentice,61,2009-12-20 04:23:45,4.5
7qIexXeKPcBqOz2efAYuEA,David,3,2009-12-19 20:46:06,4.33
VMVGukgapRtx3MIydAibkQ,Jennifer,632,2011-08-06 06:53:35,4.1
v3Aeeo4vjAIPrjqFpYKTpw,Foster,382,2006-08-31 20:13:17,4.1
5GHo1J581bj1RU9mZQDTjg,Thomas,99,2010-10-05 10:27:58,4.5
UEf2XkLwnIj4nEZyncILsg,Desiree,41,2009-07-30 07:33:25,3.45
tVTMeplDBOFAa5ayvEcwGw,Tuyen,102,2010-11-09 05:31:55,3.43
DkTx2-WgdStvIHTWtbsidQ,Alex,16,2008-01-27 18:13:29,4.38
QhYJx2jQdPuSq3fGe3aGcA,Lori,823,2010-09-26 07:55:53,4.39
tht27qPO80IfXAM6UG_FIg,Ashley,47,2008-12-04 00:57:13,4.12
BiJhTjitoMBdGUlPIUlVqA,Isabella,535,2009-06-05 05:37:52,3.79
7EeBxspAPtgKGWCBKaPsIA,Jen,354,2011-01-25 01:13:05,3.6
KBV_MalXT4bjz_bNFiAAkg,steven,15,2009-07-25 13:34:53,2.88
dnvJD2WbZ0KmmQxazAP0Gg,Monika,347,2011-07-16 19:53:02,3.54
Ci4HqTd370VSTa4DbF5Yvw,Ariella,70,2010-05-14 15:28:58,3.92
hBwlXWhDnMtSDmqskbR90g,Aarron,617,2008-05-28 00:03:32,3.88
B0Zk3IRl4Ftd1ZUuuJbR2A,Jeff,21,2011-06-04 21:03:39,4.39
fLNYX1-t-YcMkHh3Y_UTaQ,Pierre,21,2011-12-19 07:13:27,4.0
GNRIlUNNU4Dq09M7sds8-w,Cari,19,2011-05-25 04:15:24,4.5
dwmUKBXnTCDuewkCb7QooA,Jeanette,412,2007-11-21 22:51:50,3.62
6_ARKHUvP8WIF1rjSlQgjg,Jason,46,2009-09-12 13:18:14,3.18
EfaQNCDWQQsgi5C6chml4w,Cyndi,5,2011-04-11 12:43:17,5.0
5chkr5OMb94HdUsWndghkA,Mike,28,2009-04-29 23:46:44,4.03
W81-CPVrM9c6F8XiNuEUvA,Van,1896,2010-02-08 21:53:24,3.9
83Yma9AkPprHOGc8OgQ9uA,Carlos,7,2011-03-22 00:30:49,4.0
WxixQm3lIPRxTBYsY711TA,Kristine,16,2011-01-30 20:30:48,3.17
_mK6pkggWJg8TIV3UUp6-w,Christine,33,2009-03-22 20:22:08,3.0
GxGNAXumenO5lpzjYe3aLQ,Rich,570,2011-02-26 18:40:45,3.71
0Go6CDxYoLWF47jdmYFX5A,wine,50,2008-09-22 13:46:27,3.84
MTX-MLkGvZfhDOM_Q2sPMQ,Winnie,56,2011-06-27 18:03:50,3.41
Rm-fS0kR27Mrm0cMeqYyWQ,Steve,617,2009-02-10 01:13:49,3.65
O3WTUXUe0a3OM2NENcCuiA,Shica,267,2008-05-12 13:11:53,3.03
gNJN2p4cMDKaI5ujwe8pNQ,Nancy,412,2011-07-11 14:52:42,4.11
Yn7sRi3WKHQNHfmRyoixzw,Pamela,24,2011-09-19 22:26:25,3.78
dtNxBCxtp_8HuJY_eoU7EQ,Kari,756,2011-08-19 00:01:57,3.49
7jsU7dynGSzotWQKl_a0LA,Lyndee,18,2012-02-04 00:54:12,3.72
7Kso9wv3ipyWVMcGDGwEyg,Jason,25,2008-12-24 17:44:41,3.5
lBaQe7oGPqZoJATZC2UqYA,Pete,24,2011-05-21 08:00:14,3.59
HnNvBVhe67jLttVGb4wk9w,J. Scott,71,2008-06-14 14:55:48,3.27
zcnyWBLtiRqRjjHDe0-rNw,Scott,1,2011-01-03 22:20:51,1.0
Vd9hFqOGzttsbjsRJXniCw,Frankie,301,2010-10-13 17:51:46,4.26
LMdnUxAh7srNxPhUtKsFhg,Melanie,3,2008-11-17 21:17:06,5.0
hVRpLwPfgRaU6sllAHpnAw,Ian,188,2009-05-13 02:14:53,3.69
Ti5ywmyk8pFakNmf98FB5Q,Lisa,70,2009-07-23 14:55:18,4.29
yRWyJ9AaVm_M0RGJ_IoX8Q,Adam,258,2012-02-04 19:07:37,3.7
zpwZhX3irtEXofOrb5Wwaw,Ashley,27,2009-05-03 20:04:26,4.15
tFeGSYSSSo3UdWIRSi40SA,Peter,957,2010-10-25 22:59:26,4.4
Jf8UDsbnt2PsKEB-0Qglgg,Steven,49,2011-09-29 18:54:02,3.78
_2W1wIvxCbRu1LrcgWaTHA,R,146,2011-11-28 20:35:44,4.17
aXZMjnrhWL7MjfKbez7_Pw,Abbie,15,2011-08-21 14:40:33,4.73
Zgs45fO7XPQfuvv27u9BUg,Mike,3,2009-11-13 04:16:37,2.67
IDCVIPzpUCuT8Vwxct9jYw,Heath,297,2011-08-14 18:44:45,3.88
6W3Q7wpC9IU0xgLIMNs0Jw,Jim,4,2011-09-23 03:42:13,2.75
dgGMt1jWvB3wxFMTNerOrA,ed,15,2009-09-28 00:30:50,2.75
muZECndC2KsGjH6DJe7Q7A,Ong,49,2012-02-06 01:32:19,3.98
Nr2nibp1Oya1MPsuAgqB9A,Alice,819,2012-04-23 17:30:52,3.89
yAcHMFVR1ETtC0PaZ6d8ZQ,Tiffany,711,2011-07-27 17:57:05,4.15
42K9jFAChkohSELA6ooMaA,Lauren,9,2012-08-28 02:25:09,2.27
BzLUyHSJrl-lUVWw9rqlvQ,George,1500,2011-05-06 00:34:19,3.76
uO1G6Ab4fBPZdxTRodOTNA,Mike,661,2011-12-28 19:01:07,4.01
Tuv7Vgr-tgpBIIgxxaOzqQ,Mindy,132,2012-02-07 03:18:48,4.24
pm7K54T6OmsDHREtiVBWGQ,Jean,176,2012-08-01 12:00:20,4.3
Zy3KuvFENmz2ZT2XtU7ZVg,VeeVee,1005,2011-04-23 01:55:58,3.75
sxTXCF8rkFFxFzK-d01LHA,Steve,9,2010-01-31 22:57:13,4.09
cZ7V8VPXi1HAnylgahCHOA,Dawn,564,2010-04-13 05:10:21,4.13
6igxK233DYciD6qSItS2-Q,Kimberly,132,2014-06-02 05:08:12,4.18
B855Q1HFe8HKZ9zytQONYw,Peter,235,2012-03-03 23:34:42,4.13
VU0u2p9dE4-GhnjpQqZyig,Nick,236,2010-04-07 04:51:10,3.83
Njy7LlKmjEiLjsYe3Qngwg,Anne,24,2008-04-29 22:36:30,3.77
F9MQe_b0KQ047ibqVcA-iQ,Usalinh,195,2010-12-02 06:51:11,3.77
3g_3mhLpWzL5bQNYl2uTJg,Mark,10,2012-03-04 01:51:29,3.5
wlWNPP84F70It_l6OP2_mA,John,2007,2010-01-30 21:52:02,3.96
2auWtKkDG_i5JCctQ44oug,Ron,633,2009-07-17 01:10:23,3.93
3ZVL-kkYKLJY_E5xK9a6eg,Mak,37,2011-04-30 18:06:09,3.69
gP-VujTtk4KS8yVOogEfgA,David,20,2016-03-02 02:43:06,4.43
vFSlcnjkOdSbJIIbN7VAZw,Alyssa,10,2012-10-19 13:57:10,3.0
1SpwWS6TyPKp5pgtFp8vFQ,Erin,24,2012-05-16 03:09:05,3.8
-vOrUeANnlPrhd5yMV5COA,Lawrence,17,2010-07-22 20:14:51,3.63
mKO_kcpxPj_GQS7rlhjTSg,Melissa,439,2012-10-23 06:13:48,3.93
NJvhOn-RhkDd7P-k5D-A5A,William,38,2013-05-11 00:13:49,4.16
sGMXMyicKV-1BOaxs85p7A,Jaime,3,2012-06-05 16:00:28,3.67
Db80SCez0BdYaHdC0xmzoQ,Christine,778,2011-08-29 00:09:10,3.9
d1hlQLS0kbSrbsoP663pQQ,Ricky,18,2012-11-18 02:08:48,4.0
07XFQb4jG8sNESQ1uCWykQ,Sarah,31,2011-05-27 05:21:36,4.47
zvErr7jFcjp4Gi-gYeMoXw,Mark,27,2011-04-17 01:58:47,4.38
KmaRVufJoggNJGyRvQXT0g,Donna,653,2012-03-11 17:31:15,4.21
Y9CCrqhYue2Eh2eBiH7KiQ,Gabrielle,21,2010-02-21 04:09:08,3.17
8aqzK4XXlSyukhzzgxOLaw,Samson,548,2011-01-11 20:01:23,3.74
gZHCbDOkHdHIk2d02FN3kw,Morgan,1293,2013-01-14 19:03:12,3.96
SAZeSmuUeq4uCAS5lMtuig,Rob,31,2014-09-16 07:06:03,3.66
3WQABqoadQJoE_jADNNYHA,Craig,659,2011-10-01 17:50:24,4.15
S65LF_t54BLuCZjyr3fEzg,Shawn,7,2012-11-20 23:53:32,2.57
ytVf6Ar_QwqFiL08plIfOQ,Lina,558,2013-02-05 22:07:49,3.4
nC4x02Sv0YYT9CV0UcMSxw,Dennis,691,2011-05-31 03:22:47,3.85
MEYWD3nf64p3INCsJ5KOaA,Al,626,2010-03-13 01:31:27,4.29
y77GGCw8wEyLK9gHrjOjTA,Ashi,1078,2011-10-28 00:01:49,3.46
HYWtUHxayr5xx6P4XbxYPg,Jason,11,2011-10-06 19:35:24,3.18
e8mq1QXndi26bp3wMfRkrg,Howard,11,2010-10-31 12:39:55,4.92
nCRECoNM99a2bD-T_zoYIA,Andrea,11,2014-05-24 20:59:43,3.82
0cHEkFahUqJiobK3vo8BbA,Andy,480,2013-05-14 16:36:16,3.68
ET_Y-OeNxvSyTJAxJfE90g,James,526,2015-07-24 16:35:20,4.13
H_z_yVZ-DmHORKkfpxl34g,Peg,42,2012-01-13 22:16:29,3.68
n80yX5MTlxPigDBYEG7dzA,Ann,883,2010-01-03 07:07:16,4.6
DoPxJ9wGS3ruAJNuy4NfJA,Cameron,12,2018-01-21 22:52:05,4.15
X9LT66H7NosO9MOSm_qt8A,Michael,246,2015-12-25 23:54:51,3.49
tgxOMt72pALx3_r2uZ92tQ,Aileen,1011,2013-02-20 16:33:47,3.81
5jJjY5_R06Og56VfjIc66A,Michael,1614,2013-03-28 11:37:52,3.87
C7IFyEe9FTo89lhtwj88CQ,t.j.,103,2009-02-27 23:26:15,4.69
ZMbzmJyqxRmJBQnqyfwuLA,Lilah,347,2012-08-24 22:00:02,3.75
GIqeciJ3twa83JuCs0z3WQ,Gary,16,2011-07-14 01:00:40,4.56
TUctSAJ8guGdrwdiuvyfkw,Jde,9,2011-09-30 02:03:53,2.78
SfdcJuwEAc-34Rrdf-ls-Q,Sarah,11,2009-04-01 19:53:27,3.09
mXKbT-XT818EedWSbaFqCw,Dolores,11,2013-05-11 03:34:28,3.08
f67-FfZeBb0ltQ1n-e7UaA,Michelle,11,2008-06-12 12:51:38,3.5
3v7hHcdcBHLB8knfHfBNzA,Jenny,554,2013-10-08 05:58:40,3.63
oY92RuxFvTCCVRwBWxZ6oQ,Benjamin,4,2013-06-05 00:11:21,2.25
IlTR2ylGzr8xMrelkNLbLA,ChrisTopher,7,2013-09-24 08:21:12,2.75
xSkuRqq2anVNFpVGnhH_sQ,Joanne,6,2018-11-06 00:12:24,3.67
pi1z1fB2kutuXcRFEwPIjQ,Sean,204,2010-12-21 19:24:55,4.33
rZpcVHRzrHjAGSnYtFp2Cw,Jenny,11,2010-12-19 18:38:35,4.27
393M4uM_4GBLPbhQIQtF9g,Dora,280,2010-09-22 04:07:29,4.01
bdenOEWX0Y1Yld5qNQ1QKA,Mary,385,2014-04-19 14:26:09,4.0
fZPBX7mPFZHa1rWlRBPMCA,Jay,4,2014-02-02 02:58:38,2.75
GkE5ssiGzOTwqPwMaT_pBw,Brian,15,2012-01-11 18:15:36,3.67
6lNZaM3sUwBpJ_2q9r-3Og,Mike,18,2014-08-06 15:32:42,2.75
ZsoayTSIFyB0G4Pk6-43Rw,David,31,2011-09-10 19:25:18,3.97
LU2NT3qFrG1p_4uEU0YOTA,Erica,48,2012-04-09 21:49:07,4.08
SsP1Lx1gxN7aFXIWtp5qLQ,Stacey,148,2012-06-26 21:23:28,3.8
yrelbGebYh20L8WsE6KA2A,Loretta,84,2014-07-30 02:21:10,4.4
EikwFcVH0_7pKP6_Sb6j-Q,Sarah,180,2010-06-24 16:24:25,4.47
grLIeifWUBwba4S8krnOzA,Janine,182,2014-03-23 00:02:15,3.58
9KqSw3t_8rrPKIezynQgSg,Jules,321,2010-12-26 03:59:34,4.51
8UymnRX7b7XwJ2s7vhNCew,Wendy,499,2011-12-23 01:30:37,4.26
le1dh1_a3HU1G5h9irIKlw,Jenny,1,2011-11-20 20:02:49,2.0
FTpbrjpGTM-Ywr2kj0jv4w,Travis,544,2015-01-27 11:46:31,4.39
XZ9XJ5GALmFJoc-EVO_LEg,Kayla,12,2017-01-18 16:39:18,5.0
XO_d_cRH61VAO2Na_lSZAQ,Lamonte,17,2014-04-29 02:06:16,2.52
8DhezGja4jrOAIn-ueQUcw,Brad,21,2012-02-15 22:12:42,3.96
ZYVYKe3O8tXuicRvfoaGRg,Davina,12,2013-11-23 19:10:59,3.25
eniDHICq4FG2bNJXTJ9G7Q,Michael,832,2016-09-21 00:24:24,3.91
j-bEZhvBw3tl6iruUQ8wMA,Kristie,21,2010-01-31 02:59:04,4.18
EwFQEMkhbOkvYeUurZg04A,Bessie,14,2011-07-21 18:47:04,4.81
td7hvqPst3_N2ynYgGoctw,Andrea,246,2016-06-30 02:13:06,4.42
J1qDO6AzsNTHhAd4Bqt-5Q,Patrick,8,2009-09-21 01:42:39,3.33
_Fg_udOp6yBflXaAELfO1Q,Claire,26,2016-03-17 22:38:49,3.42
uOEvhwBdid_-nfAoHhHwzw,Katie,17,2010-07-10 18:25:18,4.47
XKCSgQC_z4jnKPy-lnphgA,Dan,19,2010-06-29 06:34:47,3.53
7QWZWPt9HnwOBBtz1zuqDw,Cindy,11,2013-09-03 19:46:47,2.79
AyLXwCQM7DkD7mhvsW89lA,Christopher,12,2011-12-31 23:10:30,2.93
SaHGFMFLdU-KRiup-8TKdg,Kevin,27,2011-08-23 06:17:32,3.53
jQ_UGNZ1ZgtlYVg53QEP0w,Julia,202,2013-04-07 21:34:33,4.45
c2cPbYj-9lpy-aou4OkhdA,Hovik,353,2011-09-15 19:18:17,3.86
0z6Bp7siNkijAsRUVbqQpw,Chelsea,349,2013-09-04 22:19:27,4.3
ihfn2dXVnlDIilBzxJvUaQ,Nate,9,2014-05-21 04:01:50,2.73
U-nR7ND8CDN2x8ia73CH2Q,Cassandra,583,2014-05-07 19:51:58,3.86
eG1Tur78lGPRLPysNSzadQ,Donald,597,2014-06-27 17:03:17,4.26
8l-SB5EAGGxH5UgF6sSohw,Trevor,11,2014-03-23 16:14:07,4.0
zA6Yo2gM3-3rUtU0tYStFg,Sally,103,2016-07-08 04:03:22,3.95
_w22R_jg5Y2SEii3ioYGWQ,Christy,81,2013-07-31 14:31:47,3.64
x0bN79TGlpZ6WUsG0aiStw,Liz,54,2014-07-14 00:19:47,4.7
mrBj3H6Bm55d8DX22-YftQ,Josh,58,2011-12-07 02:36:30,4.38
YDYfSX1tDs3pz8sYzcCd_Q,Em,274,2014-06-21 21:38:54,3.75
juJS5_I5IGzMveRKNBwEVA,Jason,964,2015-05-01 04:33:51,3.62
N__vP0SludJNCJxuDXNZ8A,Adam,600,2013-01-13 22:36:21,4.46
qk8ui0WbO8oqkD_Ik6h6nA,Dave,5,2008-10-05 16:13:41,4.17
gRs4OL_T5gt3XKqYZ6Imrg,Steven,5,2013-08-21 18:31:58,3.67
LNzUe8fwKeS5HRaxtb55gw,Shayla,2115,2014-03-16 00:07:24,4.18
y7oO9gGtQeSho67Aprqvpw,Anthony,25,2012-07-15 17:24:56,3.32
0nuuk84GKG8yYIyyuYqvCA,Tykia,50,2015-08-15 01:34:11,4.19
AIUh6T4TwHHSySN0lrHizg,Katarina,441,2015-07-26 20:14:18,4.6
3CYDgFXGK5M8qfF8COrXGQ,Molly,438,2011-11-22 19:51:47,4.15
BeLJc_L_FJD9FzbDTU9ahw,Angie,250,2011-08-19 15:02:07,3.6
YV5mvL6YQ3oX0fa3CwAiCA,Elizabeth,22,2010-03-07 21:40:39,3.96
p_vLBzZ2AaWL3HHDPoHbzg,Kade,10,2013-01-26 00:25:36,3.09
Xs4FXTw3FsLWBFHqw20KYA,Ashley,44,2013-05-11 00:58:29,4.04
KzBjE3bcUci0apfsQlf-WQ,D,41,2012-04-06 16:37:23,3.5
Edl8CH1HduzkJwEV4rhOPA,AJ,18,2009-01-15 20:49:52,4.17
CjhTdmN6qWEKC7Zo6qadow,Rashmi,540,2014-03-20 05:59:02,3.76
W4O2b5cAvwl4IqEe6vGqBQ,Laura,3,2012-08-05 19:19:06,5.0
CpM970FoZVTX_JGZqe2QaQ,Sylvia,630,2013-05-19 04:29:45,4.01
xJxtHt9Rvdy75EMvVtcN9g,Jim,436,2017-04-11 22:34:11,3.92
zeYks9Pe8szlwiWWeyZ29A,Vanessa,253,2015-03-13 19:50:11,4.11
zI8ROxJ4IoFMO5FOMK6_1A,Timothy,6,2011-02-12 22:38:04,4.83
sploW5yOQz6c52imfYnvqA,Caroline,18,2014-06-03 21:50:38,3.57
KG7EMyjv_Zes0HdI8EgtrA,Brian,4,2015-02-08 21:19:38,3.25
K5FpTJFxEN3SjF6sCN9s_A,Ben,2,2013-10-21 23:00:39,5.0
1knSph4uT0U2TMnpNoGmKg,Kristen,143,2011-01-20 01:57:23,3.49
PNbvzeYAKifu7j-Xmx_CtA,Candi,38,2015-09-15 20:44:10,3.6
kxRqfy-uHUDBUnAaNRl4fA,Jay,354,2012-05-28 22:19:09,3.94
_VhcMGbjB2CmS6XVMdzcPA,Gord,5,2012-12-31 13:33:18,3.17
HO8i7iOmc4Ms42p2pEzPng,Sunah,165,2011-08-12 21:54:43,3.69
JgN33czrh4vH1ROUGPLwYg,Vanessa,13,2010-09-05 23:32:36,3.85
9XpviCcSnWG5pqLaQNKIdQ,Mercy,110,2014-03-09 18:48:14,3.88
ddH-R921_o4yHCHORW5Xhw,Guy,19,2014-12-23 03:44:07,3.65
lJZynXTnT3ZzsETUs3zo5A,Abbie,23,2012-05-26 19:42:20,4.43
nzbzrwLUrFwYF1eFNrK5Ag,Sam,13,2011-09-06 14:41:55,4.46
tjm2lrgGi5dCwkr1NOGu8w,Charles,162,2015-08-10 06:05:48,4.8
LFBw81iPHT8TMTcKMMaERQ,Swass,15,2010-07-07 14:33:09,2.2
dZum7Mj_drzZeOC44NFOHg,Shem,496,2013-03-18 00:53:02,3.87
09h1XNAyxVkG_R5ZKZqf1g,Guy,56,2011-11-15 16:29:20,4.32
-GlcLdmC44mF-5xQfLbLvw,Ruble,2,2014-02-10 13:38:18,4.33
IRoiYSuDygDrrEisTbR-CA,Ross,9,2013-09-28 19:14:09,4.22
Vwu1CHQ2CbYF0tNo0xY2rQ,Don,4,2012-03-17 23:41:42,1.8
Cs5H3nYBB2FaG0jEX5AslA,Juanita,126,2012-08-25 03:23:49,4.04
Mnh8Wh2pwIlM1IEf7UJRpw,Wi,3,2012-10-24 04:45:29,3.67
G1nod_F9I9LjckFQlz6G3Q,Erica,22,2014-09-08 02:44:31,3.39
KPb8wAaHSlT13ty9hJlmfw,Chewson,310,2015-10-23 18:51:30,3.43
ib43MZ7vMNbrXFVq7mQxpw,Mark,8,2014-07-04 22:06:07,3.38
gOZcDLObk_PnZVwrr5Ahmg,Christine,27,2013-06-14 04:38:44,4.79
BPayiNohRLm4dVV4X_crMQ,Nicole,8,2014-11-14 02:17:15,3.44
_7KhLY62t74MVLwEhZKS5g,Jessi,3,2009-04-20 16:21:50,5.0
0XK0W8Az6c4ZSnMeXtzgIg,Zachary,16,2015-08-08 22:01:42,4.29
DRPXU_i0lyk5UWRmg8alXA,Leena,82,2017-12-28 22:47:51,4.45
DCN1sVpakVIeGIwY0jvwTw,Mel,102,2013-10-06 14:33:56,3.83
fnww7jGPDkuO8NImWWa4SA,Connor,4,2016-08-21 21:06:03,2.6
4aMXPlufEmRgTxE2NGrQXw,Brendon,67,2018-03-20 21:41:07,4.51
QdyCy_QvR25aQNwFs3L4EQ,Sophia Sunshine,32,2015-10-18 01:53:24,4.0
pf4ZArZ0xFtqUE4UYqksEg,Shirley,220,2012-08-03 23:04:01,4.05
Mv6xVzDKY6fA2Ph4etpExQ,Ariel,182,2015-01-25 20:10:04,4.26
rHJE1ZVjnApRARbql76aHA,Jay,562,2012-10-22 17:07:57,3.86
NPLXjXwcupQsugDe-WFQiQ,Amber,14,2013-01-11 01:33:37,3.86
xoZiMrmxPLbOklDQfSvhhw,Jayson,77,2015-05-29 20:10:45,4.14
SB6AnaxQEPg0uJgewo3ztw,Itoro,48,2017-12-01 13:04:08,4.15
lDn4SuiLhppHLtxh-YsjWw,Crystal,27,2012-09-29 17:41:00,3.23
BW4ZvoOR2fj6mp2B617exw,Julia,19,2014-08-11 06:24:05,3.89
AGkvWfzx5qOjnLMnhZd22g,Alexis,131,2012-02-23 23:49:27,3.61
njgGeVTOIBSc_c0d8fxc9Q,Jpo2,5,2010-07-17 15:25:51,1.2
juxg6P8AOq-ZCgoAJ3JUkg,Alex,25,2009-04-30 21:04:26,3.63
dBxZdzlanCkzYXOHK_ldUw,Sasha,555,2012-05-13 20:27:20,4.09
31tuwmE9VJG7DM14y8pRVw,Sonya,46,2011-06-03 01:19:22,3.38
zHF5lNjKdSJZPJlntsLxAQ,Ash,473,2011-01-15 23:14:22,3.95
OBt8rpPq73T_ytK9vOBw3w,Max,4,2015-09-12 21:26:20,3.75
PRPAbcAqK98BMIGmKlAQNA,Julia,173,2014-08-20 00:36:10,4.03
qvctZ8LB69y15NEsF83_wg,Lil,16,2017-02-21 01:38:33,2.06
oUEDCGMW00H4BFoaWVjv_Q,debbie,48,2010-12-02 05:20:42,2.41
R4C_SnVN4uycHnYnpdUgIw,Courtney,6,2013-06-14 13:09:44,3.33
u6yxXjPhPBge0AkDOrAegA,Laura,8,2013-12-02 00:41:56,3.38
BSOHgxebKFc6-fx4fMdwrg,Thuy,85,2013-10-22 22:36:13,4.38
CrQvCpC7BOsvk_3f0HR8DQ,Chance,62,2013-06-26 15:18:38,3.34
I97pTAFQpJjZ8PjzBpdVOQ,Bryan,2,2010-06-12 23:20:46,1.0
X81sGji8rliPRunKBLfV3w,Nicole,339,2019-01-10 15:44:15,4.37
AAEGlqPAfl7xjedTEyvvvw,Alexis,7,2014-05-24 15:55:55,1.75
3Brc8vhk5dwtBAZHeUZ-OQ,Tom,39,2013-10-03 23:12:06,2.56
jKy6yfEGXDLTbAlhMevh5w,Jazmine,30,2011-04-30 07:33:17,4.13
0uopgaSN9jYvHOcogfxaWA,John,21,2013-01-30 18:41:52,2.39
hTTdeslxePF45JBc7hfsVw,Jenny,50,2015-07-22 21:41:33,4.43
Esz-8Ss9BsMbrtvJ2WsG5w,Jessenia,218,2015-03-21 04:16:50,4.0
Ws_hiBhm3A_bpWpaXRsGaw,Jessica,57,2014-02-11 05:52:11,4.33
qMRERLUk-1b-B8CWxSrjzw,Tammy-Sue,179,2013-08-02 15:08:03,4.37
HIAKsWHN0dZtTZA7BVLIQA,Alex,17,2013-01-18 17:24:26,1.77
QxD742BXbt8-AUc-KFJsag,Sarah,22,2015-05-15 16:27:17,3.97
H-tm1jPerBt5YpXovMHIfw,Rachel,114,2013-12-21 17:38:24,4.4
tOuxeGYA6x6XxgV82rVRUA,Fay,5,2014-04-22 15:28:40,2.6
2iZxGbWU71q02DME9leSxw,Hillary,65,2017-07-10 16:39:46,4.38
K5XtfSYVXIHpEJ7a6yleuQ,Sebastian,106,2016-04-12 22:56:05,4.35
20CpNhzRe-VxXiemO8eFqw,Peter,1,2012-02-04 21:43:17,1.0
UcxfSbhuAdM61l0quwQokg,Natalie,599,2019-05-17 23:31:56,3.83
7EyrrSCcXdgU8cgyKHaiFA,Laura,12,2015-06-21 00:21:41,3.86
sNQPihGPv-JpC5yAN8CzXA,Sheryl,5,2014-09-08 17:31:01,1.4
P2pGdbUdi3OUXl2Nl7ePOQ,Foodlady,35,2012-11-25 21:08:17,3.67
URrgQD93DohctUfRqjYWAA,Konyin,72,2018-09-04 04:51:29,3.88
0pOKVRMUwdIQOraWIqfPrA,Todd,23,2010-12-22 01:21:57,3.25
ycC214sCUlDhftusuh5Z_A,Greg,11,2015-07-15 01:07:31,4.17
EqKT2VbSAwD61XGufElN8w,Michele,2,2012-12-01 14:14:00,3.5
9p7ZC9SlVb1hAPyeHN1aqw,Helen,6,2016-03-21 15:43:10,2.33
NrW0Jrvo90EINzaHsOeKag,Rick,27,2014-02-15 13:44:46,3.54
LZYIadGmAP_bmFYwaORo3g,Lindsay,8,2016-05-13 04:01:02,2.75
mbvw-TCrr1GB0KKnhRm8Bw,Laura,141,2013-11-20 17:10:01,4.21
xt8JZ2n_aAN06tM_XxafZQ,Squirrel,9,2012-12-18 00:03:11,3.56
cEkcVuBjFO9CWX9djgDijg,Aneida,276,2014-07-13 06:35:06,4.13
p571EFNKRyjqEvuf22HB4Q,Christina,170,2015-01-20 05:32:42,4.16
hexB9d-wCVFHWxbWXlHuSQ,Kim,53,2015-06-11 22:23:04,3.76
-yqCTPAK9e9lxM90NQAlHQ,Sarah,41,2008-12-05 01:23:05,4.52
Lf9ADVFzUCG1xnD4tRutjw,Lori,6,2015-08-02 19:41:19,4.0
V8GLG6fK_rDYobnzV7BneQ,Lucy,13,2011-03-12 06:18:41,4.0
gwIZWLyFqYFs0vI-FaA7TQ,Emily,20,2018-07-05 20:03:27,4.2
WyYA1l65Yt98fSL1T8jNyg,Robin,56,2010-09-25 02:51:43,4.23
bRkagjXwiDZ7DC29GK_aEQ,Briel,58,2019-10-16 19:55:03,4.97
R5HRoJ2Wx6pWnlBRuPmUrw,Sarah,146,2019-06-10 20:32:03,4.19
XPvmbMbcK6CfRqsW1FGVIg,Myken,14,2010-10-26 21:03:41,2.47
tZRcqmIUMnwpjazsZZNixQ,Donna,15,2012-12-25 18:41:09,4.53
JoJRFrKYLM8Cqt861_Harw,Izzy,29,2018-07-03 18:14:25,4.73
ZCyB_9wHPeoR32IkAyHMpA,Heather,34,2011-10-24 18:49:44,4.79
