用户ID,商家ID,评分,评语,评论时间
vHc-UrI9yfL_pnnc6nJtyQ,M0NT6MBWg5-76wyQXMzJWg,5.0,"Sometimes more is better. This is definitely true when that more is better quality, better flavor, better quantity and better presentation! 

Here's the general poke breakdown for those uninitiated...
Pick a base. Pick proteins. Pick your sauce. Pick your toppings. Enjoy! 

Here's how Bluefin is different...

Sizes - $11 for a small and $13 for a large, plus $2 to add a scoop! 

Bases - They've got the usual suspects, but the rice seems lighter and fluffier here. My go to is half white rice and half greens.
PRO-TIP: The rice is unseasoned, so ask them to put a little of your sauce combo and Furikake on your rice for added flavor! 

Protein - This is where bigger is better. The small bowl gets 4 scoops = half a pound of fish, and the large gets 6 scoops = 3/4 lb of fish! The proteins are also cut into larger cubes, which allows the seafood to absorb more flavor and lets you enjoy the texture too! My personal favorite combo is salmon, ahi, and double yellowtail on a small bowl, but the spicy tuna is also really good! 

Sauces - Again, the usual suspects are here like spicy aioli and unagi sauce, but they've also got house-made fried garlic soy and sesame soy that are a bomb combo! 
PRO-TIP: As long as they're not slammed, they're happy to put different sauces with different proteins. 

Toppings - Crab is a topping NOT a protein here. Edamame add a crunchy freshness. Seaweed salad because seaweed salad. Don't skip the dried nori shavings either. Oh yeah, the fried garlic chips get a hell yeah. Basically everything on the topping bar is delicious and should be in your bowl! AVOCADO IS ONLY .50 EXTRA! 
PRO-TIP: Treat sauces as a topping and finish your bowl with em! I always add spicy aioli and unagi sauce on top! 

I was worried when the poke craze started sweeping the city, but this is really a great option for lunch or dinner.  At $12 out the door, it truly can't be beat. 

P.S. TAKE A PHOTO! This food is beautiful!",2018-01-13 02:17:03
vHc-UrI9yfL_pnnc6nJtyQ,MiPN-oUTmplbe9LTxDmkag,5.0,"How is it I have not reviewed The Cheese Board? I see I've shared photos of their beautiful sandwiches. I was also pretty sure I talked about how I love their menu of constantly changing specials. And I'm fairly certain I also wrote about their incredibly friendly staff. Yet I saw that I hadn't, so here we are. 

The ""Kintop Sisters"", former employees turned owners, have only amped up the volume, sass, and fun of this local favorite. While not much has changed physically about the space, there's a new energy in there and I can feel it in the food. I typically scan the daily special menu to find my choice, but the regular menu has a ton of delicious options too. I just can't help but want to celebrate the culinary creativity of their team! 

I've been to a few events they've catered too, and the food really doesn't let you down. It's kinda like getting a big ol' hug! 

If you haven't been The Cheese Board before OR you haven't been in a while, swing on by and check it out!",2019-06-11 03:53:51
vHc-UrI9yfL_pnnc6nJtyQ,N2n_nuiXb64ak0BNvIYEcQ,5.0,"Hold the phone. Another one I haven't reviewed? See I took my sweet time getting here but I thought I'd reviewed the first visit. 

Well, I have Rawger C to thank for the maiden voyage and my intro to this amazing taqueria, mulas and vamipiros!

What are these taqueria specialties you ask? Well, pure magic. 

A mula takes two handmade tortillas, adds cheese and then slaps that down on the griddle to get melty and crisp while the tortillas stay tender, before it's stuffed with the meat of your choice. Think a quesadilla sandwich! Vampiros are similar with a crisper tortilla on the outside.

You can't go wrong with either one, nor the tacos or anything here. They start with handmade tortillas, so that's pretty special.

Most recently I had a vampiro de cabeza that blew my mind. Cabeza is all of the meat from around a cow's head, and it's usually rich and fatty, with some meat mixed in because the bulk of the meat comes from the cheek. 

Well I will be ordering cabeza over and over again here because I am pretty sure cabeza at Tacos Tijuana means cheek and beef cheek is friggin delicious. Check out the photo of the inside of this vampiro! 

The other thing not to miss here are the grilled onions and jalapeños they serve on the side. You can eat these plain or add them to your meal. Regardless they're fire! 

Don't skip the salsa either. If you don't like spice though, get it on the side because both the red and green are packed with flavor but a little on the hot side. 

It's no wonder this place is so beloved. If you haven't been, get there!",2021-03-10 05:56:36
vHc-UrI9yfL_pnnc6nJtyQ,OJpwmYvsZnXt62sxco3F0Q,4.0,"They had a pear sazerac on the menu that called to me. I couldn't ignore it and I'm glad I didn't. The absinthe was subtle, but brought out the earthy and herbal characteristics of the rye, with the pear bringing sweetness and the sharp acidity of the lemon bringing it all together. Best of all, the server knew how it should be served, but also offered to make it anyway I liked. 

That's service. Great service.

The seafood was stellar, as one would expect when it's being flown in FRESH seemingly daily. I love the fact the menu offers flexibility. Almost all the options can be served Fried, grilled, blackened, broiled, as a sandwich, on a bed of greens, and with your choice of sauce and side too! The portions are substantial, and you won't leave hungry either.

That said, you pay for this kind of luxury, and you can be sure you're paying for the quality too. You also won't be sorry you did. I'd expect $15-$20 at lunch and $20+ at dinner without drinks. There's a lot of those ""MP"" on the menu, meaning ""Market Price"", which certainly does fluctuate, but in my experience adds up to slightly more expensive than what the menu shows.

The market dining room is downstairs, and the bar is upstairs. Both have their charm and appeal. Downstairs a bit more rustic, while upstairs is a bit more modern. Overall though, both will leave you with a smile. 

So what are you waiting for? The fish isn't getting any fresher!",2017-02-25 01:35:00
vHc-UrI9yfL_pnnc6nJtyQ,OR7VJQ3Nk1wCcIbPN4TCQQ,5.0,"Get in while the getting is good. By that I mean have your phone ready to dial at 3pm when they begin taking orders, cuz if ya don't, you'll miss out on the pizza.

That's exactly what my wife did tonight and it netted us two pies and a salad, all of which were delicious.

The sausage here is my favorite and we got a pepperoni and sausage combo that didn't disappoint. The salad they serve is simple too, but the slightly sweet and tangy dressing makes it the perfect shotgun rider to the pie. I actually like to take the thinly sliced onion, peppers and mushrooms that get left on the plate and put them on the pizza! Then naturally I use the crust to mop up the rest.

Can't go wrong here.",2021-07-22 04:38:59
vHc-UrI9yfL_pnnc6nJtyQ,Pr-OrQ0-hNPFdp8bVZN6Lg,5.0,"Zozo's is old school cool y'all. 

From the red checkered tablecloths to attentive waitstaff donning a fresh pressed shirt and tie, this spot oozes classic Italian American goodness in all the best ways possible. Not to mention this place is family owned and operated, and you're guaranteed to run into Judy, Sid or Kevin when you visit. 

All I can say is lunch was such a lovely experience. There's a relaxed (but efficient) pace here, and it's clear they want you to enjoy your lunch. Walking in, I was pleasantly greeted by the staff and offered my choice of table. I opted for a booth with a great view of the kitchen, which was just getting started up for the day. Chef Kevin was a the helm, and I knew I was in for a treat. 

When the server brought the menus, she was sure to mention the features of the day including a soup du jour (UN SPLIT PEA -Hilarious and delicious) and a fish, and promptly brought drinks to the table. 

I saw the infamous Dungeness Crab Melt that fellow Yelp Elite Anthony A longs for daily. I gave it more than a second thought, but decided I needed to have all my faculties for the rest of the day and chose a beautiful blackened chicken Ceasar salad. This baby was huge, and I took half home. The chicken was perfectly cooked with that slightly crispy blackened exterior and a juicy center. 

The surprise kicker was the cheese toast resting on top! I don't know what cheese blend they use, but it ain't just basic mozzarella! MMMM! 

I'm so glad they are now on my weekly route so I can weave them into a new and delicious restaurant rotation.",2018-01-17 02:28:26
vHc-UrI9yfL_pnnc6nJtyQ,QCaidu0NAS_sseca_xe4hQ,5.0,"Walden's I am so glad that you opened closer to the city center because now I don't have to trek across town to enjoy your food!

Living in Reno we're all spoiled. I have everything I need within 15 minutes of my front door, so traveling to NW Reno 20-30 minutes away feels like visiting a foreign country. As a community I wish we could break this down because I am sure this mentality is stopping a lot of us from visiting great places on a more regular basis. 

I digress though. This is a review of Walden's OG location on Mayberry and McCarran, which I've been visiting sporadically (when in the area) for quite a few years! 

The name ""coffeehouse"" isn't telling of what you'll find here. The food has always impressed me and it goes way beyond ""coffeehouse"" fare. Breakfast or lunch, you're sure to find something that suits your mood on the well-rounded menu. The kitchen team's creativity really shines in the specials, posted on a board by the register! I always look their first, but I'm 50/50 on whether I go with something new or order up some of their classic faves. 

On a recent visit I got the tuna melt, which might've been the best one I've ever had (crispy rye bread, melted cheese, great tuna salad) and on other visits I've loved the Manzo (Herb marinated steak, rosemary aioli, baby greens, crispy onions, Monterey Jack, sourdough garlic herb hoagie roll) and their breakfast frittatas! 

I'm a black coffee drinker with a preference for single origin and specialty coffees at this point. Though they have always had a house blend, I've never been super impressed with the coffee itself. None of them have been bad, just not my taste. Recently though they made a switch and are now offering Glorycloud (local roaster) in addition to their house blends, and that had me a whole lot happier. If you're looking for blended, sweetened or other creative coffee drinks, Walden's absolutely excels! I got to enjoy an iced chocolate mocha a ways back and found it super refreshing and delicious, and I don't usually like this stuff. 

All in all, Walden's is a great place to work remotely, grab a bite (breakfast or lunch - all diets welcome), and beverage of your choice. 

With the recent announcement of location four on the edge of downtown I am sure I've found a new spot to hang!",2018-10-01 22:47:25
vHc-UrI9yfL_pnnc6nJtyQ,Rb9QIj-NyRn_giOBN991YA,5.0,"There must be a pound of butter in each biscuit because you can literally taste it in every bite.

Whoever thought it was a good idea to put a perfectly crispy piece of fried chicken on a biscuit should be commemorated with a bust prominently displayed somewhere in our nation's capital. For Pete's (or whatever name you think should be subbed in there) sake, they're clearly a national hero and no one will argue they are not worthy of grand celebration! 

Well, Pine State took that idea and turned it up a lil' bit, creating the new standard for this combo of chicken on a biscuit.

First they buttermilk brine those boneless chicken breasts, infusing flavor and making sure they'll fry up tender. Then each piece is hand coated and fried to perfect before being nestled between two pillow soft halves of a big buttery biscuit and topped with a whole host of toppings from apple butter to house made sausage and mushroom gravies! 

Are ya with me people? I sure hope so! 

Not feeling the ""carbs""? Either skip here or try the Shrimp and Grits. Corn is a vegetable right? Kidding. But mushrooms are and this plate of hearty, creamy and cheesy frosts are topped with shrimp and a delicious mushroom sauté.

If you read this far, my last pro tip is: DON'T SKIP DESSERT! 

The cinnamon roll is awesome and the seasonal pop tarts are just plain fun!",2018-12-14 06:33:37
vHc-UrI9yfL_pnnc6nJtyQ,Rl1NN7QH08h5h0XO00lPFA,4.0,"Habanero mustard and solid white albacore tuna salad are a match that Heaven is keeping a secret from us all! Well, everyone but those who have had the Spicy Tuna at Rubicon Deli! 

Shame on me. I've lived in Reno for 12 years now, hearing the legend of Rubicon Deli and seeing the monolithic sandwiches brought back to the nearby offices I've worked in, and yet had never had the pleasure of dining there until recently. 

Scouring the menu I saw house roasted turkey, beautifully roasted beef, Italian cold cuts, and more, but I was continually drawn back to the Spicy Tuna. The combination of tuna salad (the really good kind), LTO, avocado, pepperoncini, and habanero mustard on fresh baked bread just sounded so damn good and I had to have it, and I was not disappointed.

I had no idea that combo could be so good, and now I think I'll be making tuna sandwiches with pepperoncini and habanero mustard at home! 

These sandwiches are HUGE. I opted for a whole sandwich (12.99) and could have been satisfied with half. Somehow I ate the whole thing in one sitting anyway, and it even came with a great little chocolate chip cookie. 

Most impressively my wife got the whole sandwich on gluten free bread and it was actually two normal sized sandwiches on gluten free bread. Good value, especially if sharing.",2021-03-03 01:41:45
vHc-UrI9yfL_pnnc6nJtyQ,S8TWiMbbBaCNUHbQXOCBNg,5.0,"This is just going to be a quick update. Believe it or not, I've been back to this great restaurant two times and have sampled seven more dishes in the process, only repeating the order of the amazing ""Spocy Wontons"". 

From these experiences, I've learned this ain't your average restaurant. The menu is packed full of surprises, and the real gem here is as much the food as it is the staff and their excellent service. 

As far as I'm concerned, Shawn is the reason my visits have been so incredible. It's not often you can go to an Asian restaurant and find a non-Asian employee who truly has taken the time to understand and appreciate the food and culture the way he has here. Shawn has the ability to quickly explain any dish in extremely relatable terms to diners not familiar with the flavor profiles of Taiwanese food. Not only that, but he's also great at listening to your preferences and steering you toward dishes you're likely to enjoy as well. Best of all, he'll even help you understand some Taiwanese language along the way!

On the most recent visit we tried the taiwanese sausage, crunch and munch chicken., satay cabbage and beef noodle soup. Three of the four I've ordered elsewhere and all of them were different here. The satay cabbage was completely unique and nothing like the Thai peanut save dipped grilled skewers that immediately came to mind when I ordered this. Instead, this was intensely savory with garlic, notes  of dried shrimp and salted fish, and other distinctly Asian flavors. It was really good and a great compliment to the soup, which was deep, rich, and somewhat sour.

This go round I didn't LOVE any dishes, but I learned a lot. And I'm excited to see what I learn the next time I visit because there's a whole lot more menu to explore!",2015-06-09 06:49:28
vHc-UrI9yfL_pnnc6nJtyQ,SG7g4cJFjgWtODi28W4eaw,5.0,"If you're a cocktail or spirits drinker, please visit Beer NV!

You read that right. It's not just beer and cider here. This is a full bar bar AND they take their spirits and cocktails very seriously! 

This is nothing new, and you know that if you've been coming here for a while. But if you've passed this place or read some reviews and somehow missed this fact, I'm sharing it now, loudly, so everyone knows this is a super cool spot for drinkers of all kinds.

We stopped by on Memorial Day and found a pretty chill and quiet scene. We got a few seats at one of the high top communal tables and first thing I noticed was that the spirits corner had moved up front. 

I scanned the cocktail menu and orders up a tequila cocktail that's a summery riff on a corpse reviver and then poked my head around the corner to see what they had to offer. Not only did I find the great spirits selection I've come to know here I also found a feature board with not one, but two amazing allocated whiskies being poured at amazingly appropriate prices AND another specialty cocktail with Japanese whisky too. 

The tequila drink was good, but it drank a little on the heavy side. I was surprised it was served up in a coupe (fancy glass) because reading the description I thought it would be served over ice. The menu may have mentioned that and I overlooked it. I actually think it would've been more enjoyable on ice because I wanted it to dilute a bit. 

The Japanese whisky cocktail was delicious and refreshing. Served over, it was like a whisky sour flavored with umeshu or sweet plumb wine, and it was delicious.

The group also enjoyed the bourbon and watermelon cocktail as well. Perfect summer drink with a hint of mint!

Gosh. Writing this review has me wanting to go right now!",2021-06-05 05:48:17
vHc-UrI9yfL_pnnc6nJtyQ,SKLMTASxfCDGovlQEaYSnw,5.0,"Everything with intention. Everything from scratch. Everything so we can enjoy a better pizza experience.

That's how I'd describe The Pizza Collective, and everything I've tried and seen from them fits this exact description. 

Great pizza starts with the crust and these folks are making a sourdough crust from a pretty old starter. You can see the difference in the air pockets in the crust, while the slightly fermented flavor shines through and accents the whole pizza. It has the perfect chew and crust too!

The oven is a piece of art with a whole lot of history too. They sourced it from a legendary Bay Area pizzeria and you can almost taste all the pizzas that have come before it in the seasoned char it gives theirs. 

The pizza combos are all sincerely inspired by the season and it feels like you're not likely to find the same thing twice. I recently tried the Reno Vegan Chef Challenge pie with housemade vegan Brie cheese and Granny Smith apples. Certainly non traditional but a beautiful flavor experience all around. 

I love seeing all the activity in their open kitchen and their creativity on the menu. They respect all ingredients and make sure we all know where our food came from too. They're stewards of our community food-shed and an incredible addition to the community.",2019-05-04 02:05:15
vHc-UrI9yfL_pnnc6nJtyQ,Sc6V7hXU7Ar2_mmRoRYsKw,4.0,"Upping the rating due to some very responsive management. Food a solid 3-3.5, but service bumps it up.

Now I'm fairly particular when it comes to burgers. I like a solid medium rare cook, leaving a juicy burger with a great beefy flavor. That patty has gotta be on a sturdy bun that can absorb all that flavor without falling apart. Condiments need to compliment each other and not compete, and this one is totally subjective. 

Last but not least, I like my fries extra crispy. Not burned, but not floppy.

I've been to Burger Me several times at both Reno locations, and no matter what, my burger arrives at what I would refer to as medium. I shared these experiences a few weeks ago and was contacted by management, who implored me to let them know if this occurred again so they could make it right. 

A day or so after sharing my initial review, I found myself back at Burger Me for dinner. I ordered the Cowboy Burger, medium rare, with grilled onions and bbq sauce on the side. Garlic fries extra crispy. 

The burger arrived and I could tell it was medium. I cut it in half anyway to verify, and promptly brought it up to one of the managers on duty. I told him about the contact I'd had via Yelp and asked him to validate whether the burger I'd been served was cooked the way I asked for it. He agreed it was not, and indicated I was not the first person to raise the same concern. He had another burger out in a flash. It wasn't exactly medium rare, but it was better than the previous. 

To me, medium rare is a warm red center. Medium is a hot pink center. Well done is hot grey center. The burger I received was medium by my definitions, and the burger I got back was more rare, but again, acceptable to me, so I ate it.  

The burger was tasty, even if a tad undercooked. The fries were crispy, but still many were a little limp for my liking. Again, solid 3.5 on food. I appreciate the management taking the time to address my burger and hope they can get the cook down so all come out as ordered in the near future.",2019-03-26 04:15:50
vHc-UrI9yfL_pnnc6nJtyQ,TDKBPcViJQDMrdUm6a9XZA,5.0,"Five stars for the @thedepotreno's best damn rotisserie chicken, fantastic fries, and the most delicious housemade mustard in town. Five stars for a badass bar program with creatively crafted cocktails, award winning spirits, and craft beers. Five stars for stellar ambiance, decor, and atmosphere that can only come from a rad restoration of a historic building done with incredible regard for the space. Four and a half stars for some service that had been a bit consistent over the course of 5-6 visits. Five stars for being big group rock stars. And Five more stars for being awesome about feedback and constantly striving to improve.

First up, the five star chicken. This dish has been on the menu in a variety of forms, from chicken lightly coated in a sweet and savory glaze of honey and mustard served over a massive mound of fresh cut fries, to the same perfectly rotisserated chicken topped with another sauce that featured kale and served with seasonal mashed veg, and each time it has been magnificent. Half a chicken with crispy skin, tender, juicy, and oh so succulent. The sides have always been great too. I've been criticized for ordering such ""simple food"", but hey, when it's perfect, why argue?

Now the fries? What a value. Order up an app of these, either white or sweet potato, and you're in for more than you bargained for because these plates are behemoth. It's perfect though, because they're ideal for sharing. The PRO-TIP here is that you need to ask for a side of their house mustard. It's a little sweet and a little spicy, and delightfully creamy and smooth, making the perfect foil to either fry choice.

When it comes to beverages, you really cannot go wrong. There's a wide array of cocktails based in a number of spirits, many of which are made in their distillery, meaning there's something for everyone. Worst case scenario, they have a full bar so you can really get whatever you want. Their beers are well loved locally too! 

The service though, has just been all across the board. I've had fantastic experiences where servers were on top of absolutely everything for a very large party from delivering food, refilling drinks, and right down to getting the checks exactly right. Then again I've been in and experienced the complete opposite with a smaller group. All in all though, this place ranks way up there on my list of favorite places to dine.

All that said, this is the kind of great local business that really works hard to improve and make sure they're the best. I've always been able to look past issues and continue to be a frequent patron and constant supporter. 

They're doing great things here and they deserve to be celebrated. If you haven't been in yet, what the hell are you waiting for? I'm heading back soon to try the new release of their rye whiskey. I can't wait!",2016-04-15 05:27:06
vHc-UrI9yfL_pnnc6nJtyQ,TF3qNGUBUgIYp6u0j79JHQ,5.0,"It's been a minute since I enjoyed some of BJ's Kickass Fries, so I was stoked to see them at Food Truck Friday! They were just serving up Kickass Fries that night, and I'm not complaining.

If you don't know KA Fries are a mountain of fresh cut and fresh fried shoestring potatoes, topped with and tremendous amount of tender and succulent pulled pork, shredded cheese and their tangy and slightly sweet house bbq sauce!

Best of all, 100% of the sales were being donated to scholarship for the next generation of culinary pros via the Sierra Chapter of the American Culinary Federation!

You can get Kickass Fries at the restaurant and on Kickass Weds you can explore a whole menu of variations on the classic!",2021-07-03 06:52:30
vHc-UrI9yfL_pnnc6nJtyQ,Tyub4uN0yku6wyS1JWMejA,5.0,"So fresh. So fast. So delicious. So friendly. 

If you haven't been to Wrap It Up, go now! 

This has been a favorite of mine for too many years now and I am thrilled more folks have discovered it too. In the beginning I remember seeing mainly employees from the surrounding businesses and random folks wander in for a bite. These days (pre-COVID) I now see people streaming in regularly and it makes me so happy for Ali and his crew.

What to order:
It's all about the chicken shawarma for me. Most often I order a large ""Greek"" salad with the chicken on top. 

Pro-tip, ask for the grilled eggplant to be added. Phenomenal. 

Pro tip 2, if you're sharing with a friend a salad with double chicken is enough and usually about $15!

Pro tip 3, get a side of the garlic sauce and thank me later.

They also do the shawarma as a plate with delicious rice and a wrap too.

Wrap It Up is where it's at. Go!",2020-10-08 04:43:38
vHc-UrI9yfL_pnnc6nJtyQ,U1Gao2oKgFaggpksDIctiQ,5.0,"Holy pig! The tortanita is officially my new favorite sandwich and sadly there are no pics to prove it!

I demolished this creation is record time, and based on its size and heft, that is a new skill I learned I have. 

It starts with a bolillo roll, which is a crusty Mexican roll with a soft and delicate interior. Tortas are made on these rolls often, and the soft inside soaks up all the goodness on the sandwich without falling apart. 

On top of the roll here is house made carnitas, avocado, lightly sautéed onion, cilantro, a delicious yellowish salsa, and some cotija.

Let's start with those carnitas! So freaking good! Super tender, lightly caramelized and just the kind of thing you can't get enough of! Luckily the sandwich is loaded with them! They are a show stopper for sure, but everything else makes them even better.

If you didn't know, Chef/Owner Michael has some mad skill in the kitchen! He keeps refreshing the menu and every addition gets better! 

I'm going back to get the photos and eat another one!",2019-04-06 01:10:51
vHc-UrI9yfL_pnnc6nJtyQ,UBIG1I0th2sSLekfXo-7jA,3.0,"There's something cool and special about the big windowed facade that faces South Virginia St. It's bright and inviting, and always seems to be filled with happy diners enjoying great conversation and food. It's fun to look in as I drive by, trying to see if I know anyone in the room, and imagining what I might order if I were sitting there myself. Over the years though, it seems I've done more driving by and imagining than actually trying this spot out for myself. Last night that changed!

Some days I love the more authentic homegrown flavors of the taqueria, and then others I want that cheesy, ooey gooey, sauce covered Mexican American food we all love. After a night of sampling some Tiki inspired cocktails at a competition down the road, I was craving the latter of the two menus, and thankfully dinner was next on the agenda! 

Our party of 8 was promptly seated in the dining room adjacent to the windows, which was kind of sad but understandable, at a table that was just a bit too small for us all. There was a table behind us that would have been perfect for the record. 

The chips and salsa, a focal point of any Mexican dining experience, were on point and delicious. You could tell these were tortillas that were freshly fried, served with an equally fresh salsa. They made sure to keep the basket and bowls full the entire meal, and for that I am very thankful.

With the cold weather outside, I wanted something hearty, warm and full flavored for dinner, so I ordered the Chicken Mole. It arrived looking a little tired, the chicken was dry, and overall the dish tasted burnt. I had to add the red salsa from the table and lime to help it out. The dish was served with tortillas, rice and beans, and those were great accompaniments. 

The dishes my friends had seemed to be enjoyed. I loved the browned, perfectly broiled and bubbling cheese that covered every plate that arrived. Perhaps I just ordered wrong. Maybe I'm spoiled by moles I have had elsewhere. In the future, I'd happily return to Miguel's to try them again. I'd be sure to order something else though.",2014-11-17 19:30:44
vHc-UrI9yfL_pnnc6nJtyQ,W72rYffSVg0pIaOpRgNniw,3.0,"First thing I noticed walking up was half price wine on Tuesdays! Then I realized... #Pizza on the #Whole30? What the heck was I thinking coming here? 

Well, that's exactly it. At the time I planned this exciting lunch meeting, I wasn't thinking about my diet. Nevertheless, I was confident that Id be able to stay on the path and find something that would fit the requirements. 

Now service alone will bring me back for pizza in the future. I had a lot of questions to ask, and the server was more than happy to answer them or get the answers to make sure I was comfortable in my decisions. He was attentive and made the experience really nice.

This being a pizza joint, I thought my options might be limited, but I didn't realize just how limited they'd be. On the non-pizza front there were only a few appetizers on the menu and a few salads. I ordered the house salad, which came with fresh spring greens, red onion, tomatoes, and roasted red peppers, to which I added grilled chicken and salami. The veggies were fresh and crisp, the roasted red peppers were awesome, the size of the salad was very nice (and I had the small), but the chicken left something to be desired. It reminded me of the pre sliced ""grilled chicken breast"" that you get in a plastic package at the store with the rubbery texture and artificial grilled flavor. I figured I'd get a nice grilled chicken breast.

My companion had a beautiful lunch special with a nice looking pizza and a smaller salad. I was very jealous of the pizza, and just looking at it made me want to return for some in the future.

Heck, Tuesday's are Wine Tasting Tuesday when glasses and bottles are half off! Yep. That fact is so nice I said it twice! 

Pizza party soon!",2016-01-15 06:01:31
vHc-UrI9yfL_pnnc6nJtyQ,W8Z4rXYkmZlEVSaxIVjyvg,3.0,"I love this concept. It's simple, satisfying, comforting, approachable, and reasonably affordable. Most importantly it's something kind of new for our community. Solid 3.5 star experience here, which means it's good.

First time here and I had to go with the rotisserie combo. Half pound of meat (chicken and Tri-tip, which is served medium rare), two sides and two house sauces for $14.99. 

The chicken was succulent, with just the right amount of wood fired flavor. The skin wasn't as done as I'd hoped though. It's my favorite part of a rotisserie chicken. 

Now I usually hate tri-tip. I find it tough, flavorless, and generally hard to eat. Hearing it was supposed to be medium rare had me excited though. That's how I enjoy beef. My portion came out overcooked, and the server was quick to replace it. The second portion was perfectly medium rare, sliced pretty thin though, and it appeared finished quickly on a grill. It was tender and well seasoned, and I ate every bite. 

For sauces I chose chimichurri and aji panca (red chili, not spicy). The chimichurri was bright and fresh with a clear hit of citrus. The aji panca was dark, earthy, and smoky. They both made great counterpoints and accents to the meats. The sauces get 5 stars! 

I went with the corn salad, at the recommendation of the server, and had the smoky beans. The corn salad was interesting with roasted corn, poblano peppers and red onion, which made for a nice fresh side item to the rich meats. The beans were ok. I noticed some rendered bacon in them, but overall they tasted like basic baked beans to me. Three stars on the sides, and that include my sample of the crinkle cut fries I tried off my friend's plate. 

Service was friendly and prompt in the beginning, but as one or two more tables filled in, it slid a bit. I was seriously surprised by this because our server seemed to be aware of everything at the beginning and she did stay on top of drink refills too. Overall, it was good though.

I definitely think this is some place others need to try. There were interesting burgers, apps and more in the menu that would definitely make this a place I'd come back to for lunch. I also noticed whole chicken meals for $26.99 and that's killer!",2017-12-13 00:39:29
vHc-UrI9yfL_pnnc6nJtyQ,W9y4JkMqy2dFNwYc3Y5cKQ,5.0,"I'm such a creature of habit. My cravings go in cycles, almost on a clock, and when I need Hinoki, only Hinoki will do! 

As of a month ago I've been really trying hard to eat more consciously, swapping heavier meals for lighter wherever possible. So with my work day ending at 8:30pm last night I had to decide between some of the few places open en route to home, and the Hinoki Poke Bowl jumped right up to the top of my mind. 

It's such a balanced meal at a crazy reasonable price ($10.99). You get a mountain of fish, fresh mixed greens lightly dressed in poke sauce, avocado, Japanese yam, seaweed salad, and enough rice to add some filler without being a gut bomb. I know I shouldn't but I always get a side of spicy mayo because it's so damn good. 

It has never once left me wanting more, but it has always left me feeling really great for the rest of the day. It's a fantastic way to get that sushi fix without filling yourself until you explode. 

Give it a try if you haven't had one before! It'll become your new go to too!",2019-03-22 23:28:30
vHc-UrI9yfL_pnnc6nJtyQ,WIY7S0HgG-pnHPARn8gFkg,5.0,"Did you know Washoe Public House has one of the best happy hours in town? 

How about one of the most chill patios? 

How about a whole menu of approachable elevated dishes with a cheffy spin on em all? 

Oh, and what about one of the nicest, relaxed, and downright cool chef/owners around?

Well, it's all that and more, and with each of my infrequent visits I'm reminded of just how rad this place really is and how lucky we are to have it.

This time I popped in for a quick happy hour date with my wife before heading to a show. The happy hour menu has some fantastic options from Irish Nachos and Scotch Eggs to anchovy toast and more, all around $5! Drinks they do house wine and some drafts plus we'll cocktails, which if you're not after something specific, offers quite a few decent options. 

I had to try the anchovy toast, and it was pretty spot on for what I expected. The Spanish white anchovies were a bit more on the fishy side that I was expecting but balanced out nicely with the pickled egg. 

We also ordered the tempura tiger prawns upon the recommendation of a friend and hot damn they were good. I usually shy away from tempura anything at a restaurant because it's so average normally, but these were huge sweet tiger prawns in a light and crunchy batter accented with chili threads and toasted sesame seeds, with some chili aioli to dip. This is not on happy hour but you need to get this dish!

Washoe Public House is a sleeper, so let's change that!",2021-08-18 05:06:58
vHc-UrI9yfL_pnnc6nJtyQ,WM89sIfap8g0JXmwXoEOcw,4.0,"Five stars for the Capture 2 combo at Capriotti's!
Five stars for its epic value!
Five stars for the fast and friendly service! 
Five stars for it including a sizeable ""small"" sub on PERFECT bread!
Five stars for the perfectly sized side salad that fills you up enough you don't need to, but probably will, finish the sub!

Four stars for the actual sub today (asked for light oil and vinegar and it was swimming in it as well as mustard)

Four stars for the balsamic chicken salad, solely based on quality of the protein in this one. I've loved the Black and Bleu and the Italian Chop previously, both had at another location. 

All in all, this location and I have a bit of a sordid relationship. I don't know why, but it never hits on all marks for me. Something is always a bit off, whereas the other locations nail it.

Still, the Cap 2 remains one of my favorite lunch deals around. You can't best it for value or quality. Try it for yourself!",2019-01-09 04:00:59
vHc-UrI9yfL_pnnc6nJtyQ,Z42GbJnnbVMTSBCERfoPtw,3.0,"I'm into this whole BYO, ""pizza whatever the heck way you want it"" concept. You get to build the pizza of your dreams and it costs $10 or less in almost all cases. Pretty good deal and experience overall. 

I had some really high expectations when it came to Blaze. I'd watched the company sweep across the country like wild fire (get it?) and after a few other BYO concepts opened, they finally opened a location here too. I'd seen about a million friends visit their local Blaze stores, cook up stellar looking pies, and brag endlessly about how good they were, so I really wanted my experience to stand up. 

I built my own pie on their traditional crust with red sauce, bacon, pepperoni, sauteed onion, fresh garlic, meatballs, ricotta, parm and mozz, and a drizzle of pesto to top it off. I asked for the pie well done, to make sure it crisped top to bottom, and moved down the line to wait for it to emerge from the oven. 

True to form, the pizza cooked quickly, and they left it in a few minutes longer per my request, resulting in a nice crisp with a little char. Unfortunately they also left my wife's gluten free pizza in there that long as well, which came out with some very dark edges that I wouldn't call charred. 

Overall the pizza was good, but I had higher hopes based on the experiences of my friends. The food at Blaze is just a good example of a personalized pizza. I'd hoped something might've set them apart, but alas, nothing jumped out. I'd say they're my second fave BYO pizza spot now though.",2019-01-29 04:40:07
