商家ID,店名,地址,城市,州,纬度,经度,评分,评论数,分类,营业时间
pP2Rm4rJyloEQbddwXyV-Q,Bro's Cajun Cuisine,3214 Charlotte Ave,Nashville,TN,36.1533068,-86.823404,3.5,137,"Sandwiches, Cajun/Creole, Restaurants","{'Monday': '10:30-15:0', 'Tuesday': '10:30-15:0', 'Wednesday': '10:30-15:0', 'Thursday': '10:30-15:0', 'Friday': '10:30-20:0', 'Saturday': '16:0-20:0'}"
isbeaPln-E0DdffLRsuFhw,Francisco's On The River,1251 River Rd,Washington Crossing,PA,40.3136566,-74.8957796,4.0,109,"Specialty Food, Mediterranean, Restaurants, Italian, Food","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-21:0'}"
MSKQTsQvBKfLRtkni9icSA,Za’atar Mediterranean Restaurant & Bakery,2310 N Country Club Rd,Tucson,AZ,32.2498038,-110.9265572,4.0,120,"Mediterranean, Middle Eastern, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
yypfHgPJw6V65cLTOZiPSQ,Cafe Fulya,727 S 2nd St,Philadelphia,PA,39.9395131,-75.1459605,4.0,128,"Food, Cafes, Turkish, Bakeries, Breakfast & Brunch, Restaurants, Coffee & Tea","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-3:0', 'Friday': '6:0-3:0', 'Saturday': '6:0-3:0', 'Sunday': '6:0-22:0'}"
wB1Tin0OW1JRpaKM-E3ZYA,National Mechanics,22 S 3rd St,Philadelphia,PA,39.9495443,-75.1459872,4.0,875,"Pubs, Food, Breakfast & Brunch, Dance Clubs, Bars, American (New), American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-1:0', 'Sunday': '10:0-22:0'}"
MXTV7gLn1GcgBIskfIXwMg,Sedona Taphouse,1120 3rd Ave N,Nashville,TN,36.1757655,-86.7847052,4.5,375,"Food, American (New), Restaurants, Beer, Wine & Spirits","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '16:0-21:0'}"
s4k1P9FHfPUzw3dqXRp7eA,LOKUM Turkish Delight & Baklava,1019 State St,Santa Barbara,CA,34.421738,-119.70249,4.5,234,"Coffee & Tea, Food, Desserts, Turkish, Restaurants, Bakeries","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-20:0'}"
cR_5wHI9bMpcVma8OH5dsQ,Mere Bulles,5201 Maryland Way,Brentwood,TN,36.0339779,-86.8037306,4.0,326,"American (Traditional), Salad, Venues & Event Spaces, Event Planning & Services, Seafood, Steakhouses, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '16:30-20:30', 'Sunday': '11:0-17:0'}"
KdNQZQaMd4rKjNphqGHX6A,Kahuna Grill,7010 Market Pl Dr,Goleta,CA,34.4294632778,-119.8720382294,4.0,191,"American (New), Burgers, Restaurants, Hawaiian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}"
Hlx8S2GLF7hMuIKx4sU-gg,Cesar's Place,712 N Milpas St,Santa Barbara,CA,34.4285995,-119.6882227,4.0,117,"Mexican, Restaurants, Fish & Chips","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
OBHirkn1QCd7rsYHYtSdwQ,Sopapilla's,1109 Davenport Blvd,Franklin,TN,35.9713748175,-86.8357807119,4.0,681,"Tacos, Restaurants, Breakfast & Brunch, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-21:0'}"
OcCrSDYR5cETO4FZ7R2iEg,Seamus McDaniel's,1208 Tamm Ave,Saint Louis,MO,38.628257,-90.2927691,4.0,357,"Burgers, Pubs, Restaurants, American (Traditional), Bars, Sandwiches, Irish, Nightlife","{'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}"
UXxSs2c2r0WT_zkWzFJ9cw,Champps,330 Goddard Blvd,King of Prussia,PA,40.0948821223,-75.4019165039,2.5,154,"Steakhouses, Restaurants, Bars, American (Traditional), Nightlife, Sports Bars, American (New)","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-23:0'}"
bzldjIZDjIvS8vHTMRqNOQ,BJ's Restaurant & Brewhouse,1251 US Hwy 31 N,Greenwood,IN,39.633992,-86.121517,3.5,267,"Breweries, Pizza, American (New), Nightlife, Food, American (Traditional), Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
LWstcv6F48ouIEW8RGUDjw,Red Bowl,"1441 E Fletcher Ave, Ste 115",Tampa,FL,28.0689015,-82.4431821,4.5,139,"Szechuan, Restaurants, Hot Pot, Chinese, Noodles, Asian Fusion","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
s5xC3gxk179RV3xtFjFqbw,Ooka Japanese Sushi & Hibachi Steakhouse,764 Bethlehem Pike,Montgomeryville,PA,40.242945,-75.243351,3.5,270,"Sushi Bars, Japanese, Steakhouses, Restaurants","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
gTKoJH4BWX67pVu-bRdsmw,Kobe Japanese Steakhouse - Clearwater,28775 US-19 N,Clearwater,FL,28.033686,-82.737182,4.0,221,"Food, Sushi Bars, Asian Fusion, Steakhouses, Japanese, Restaurants","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}"
5cS3PUWheu6cjEgO2mtKNg,Till Five Pizza,"825 Murfreesboro Pike, Ste B",Nashville,TN,36.133531,-86.724081,2.5,109,"Restaurants, Italian, Pizza","{'Monday': '10:0-5:0', 'Tuesday': '10:0-5:0', 'Wednesday': '10:0-5:0', 'Thursday': '10:0-5:0', 'Friday': '10:0-5:0', 'Saturday': '10:0-5:0', 'Sunday': '10:0-5:0'}"
xzDBoVc1QfPzq9MsSE8T1A,Mandarin House,1370  S Range Line Rd,Carmel,IN,39.958735,-86.1277485,3.0,115,"Chinese, Restaurants","{'Monday': '16:30-20:0', 'Tuesday': '16:30-20:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:30', 'Saturday': '16:30-20:30', 'Sunday': '16:30-20:0'}"
pKAWS_PiZub_PpFot6VrVw,Rossi Ristorante Italiano,7254 State Road 54,New Port Richey,FL,28.216073,-82.694123,4.0,152,"Italian, Event Planning & Services, Restaurants, Seafood, Pizza, Caterers","{'Monday': '11:0-20:30', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '13:0-21:0'}"
xmRuCnMaXldWXkYnlCo-fg,Rolled Mountain Creamery,"7400 Rancharrah, Ste170",Reno,NV,39.4679745824,-119.7936632833,4.5,110,"Chocolatiers & Shops, Desserts, Food, Specialty Food, Ice Cream & Frozen Yogurt","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '9:0-15:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-17:0'}"
wBa-Abx8y5SLOqbohCA4nQ,New Orleans Famous Beignets And Coffee,620 Decatur St,New Orleans,LA,29.9562672,-90.0626983,4.0,239,"Donuts, Coffee & Tea, Cajun/Creole, Restaurants, Food","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
rB-BUDjuOZWe_4vUhbPavQ,Tijuana Flats,10019 N. Dale Mabry Hwy.,Tampa,FL,28.0419363,-82.5034882,3.5,109,"Restaurants, Tex-Mex, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-14:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
H_u6w1hM4WEgOD288i5edw,The Post Sports Bar & Grill - Maplewood,7372 Manchester Rd,Maplewood,MO,38.612626,-90.3193728686,3.5,238,"Food, Nightlife, American (Traditional), Burgers, American (New), Restaurants, Sports Bars, Desserts, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-12:0', 'Thursday': '11:0-12:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-23:0'}"
eikRexw04kC6siBDkFnayQ,Shalhoob's Funk Zone Patio,220 Gray Ave,Santa Barbara,CA,34.4163545,-119.6905232,4.5,367,"American (New), Tapas/Small Plates, Event Planning & Services, Venues & Event Spaces, Restaurants, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
hRHhP3fhMy3LktPyQa3s_A,Landry's Seafood House,1820 Market St,Saint Louis,MO,38.6276882,-90.2089256,3.0,297,"Restaurants, Steakhouses, American (Traditional), Seafood","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-20:30', 'Sunday': '11:30-21:30'}"
xppn6ViiUkZT_K_OswcB7g,Tamarindos Restaurant,726 Bethlehem Pike,Flourtown,PA,40.1141849,-75.214404,3.5,118,"Mexican, Restaurants","{'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-21:30', 'Saturday': '15:30-21:30', 'Sunday': '15:0-20:0'}"
g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,29.9544944572,-90.0665915385,4.0,1865,"Breakfast & Brunch, Coffee & Tea, Food, Restaurants","{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
jz_ju6uhi7_2T8IjCSk8dw,Charred Pie,"12125 N Oracle Rd, Ste 105",Oro Valley,AZ,32.425584,-110.938092,4.0,164,"Pizza, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:0'}"
4KscCdMdkfSZZOn1qQOxzA,Glory Days Grill,14457 N Dale Mabry Hwy,Tampa,FL,28.0799906,-82.5060255,3.5,126,"American (Traditional), Nightlife, Chicken Wings, Sports Bars, Restaurants, Bars","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,14222 Manchester Rd,Ballwin,MO,38.5920571,-90.5035651,4.0,130,"Restaurants, Indian, Buffets, Diners, Pakistani","{'Monday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}"
QMLHno9jjx7BRizSmogyPw,Argana Tree Restaurant,620 Greenwood Ave,Jenkintown,PA,40.0950034,-75.1270729,4.0,110,"Restaurants, Greek, Moroccan, Ethnic Food, Mediterranean, Specialty Food, Food","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}"
Lw_8MDDspsumhB37n74nNw,Bar-B-Cutie,5221 Nolensville Pike,Nashville,TN,36.0542155,-86.7156018,4.0,111,"Barbeque, Restaurants","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
4Ys7xbHfIKiCWRw2_7gJ-Q,Llanerch Diner,95 E Township Line Rd,Upper Darby,PA,39.9689037674,-75.2930680888,2.5,219,"Restaurants, Diners, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
X3jaJDlA5YqN1EZhV9KCkQ,Red Mesa Mercado,1100 1st Ave N,St. Petersburg,FL,27.7717156512,-82.6500742611,4.0,422,"Specialty Food, Ethnic Food, Mexican, Breakfast & Brunch, Bars, Restaurants, Cafes, Food, Fast Food, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-21:0'}"
2r8K64zBf81zBanmxniMkQ,Sasquatch Tavern & Grill,775 US Hwy 40,Verdi,NV,39.5185673443,-119.9891781807,4.5,308,"Restaurants, Desserts, American (Traditional), Food, Breakfast & Brunch","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
s4r3OEFu8q1HAB06CnEPCA,Fleming’s Prime Steakhouse & Wine Bar,3064 N Causeway Blvd,Metairie,LA,30.0087521,-90.1554451,3.5,155,"Bars, Restaurants, Nightlife, Wine Bars, American (New), Steakhouses, Seafood","{'Monday': '15:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
e8rmWzn0xD34dslXQ3pj5w,Magnificent Garden,980 N Milwaukee St,Boise,ID,43.6137438779,-116.2836544588,3.5,116,"Restaurants, Korean, Barbeque","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
g13stqpyZ9j8-cmdkVmvfQ,Tacos Flacos & Cantina,35114 US Hwy 19 N,Palm Harbor,FL,28.091782,-82.740769,3.5,102,"Restaurants, Mexican","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
TvbJq1a1Xto5w6t4zMUYHQ,Vessel NOLA,3835 Iberville St,New Orleans,LA,29.9741715,-90.0974329,4.0,397,"Desserts, Cocktail Bars, Nightlife, Breakfast & Brunch, Bars, Food, Tapas/Small Plates, American (New), Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
v4S374WpOOhojqpto-AaAA,Sardella,7734 Forsyth Blvd,Clayton,MO,38.649894,-90.335835,4.0,203,"Italian, Restaurants, Food, American (Traditional), Juice Bars & Smoothies, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}"
kuE88EeEQZLNG_GfDbib4w,Karuna's Thai Plate,1917 E Grant Rd,Tucson,AZ,32.2504557,-110.9433920067,4.0,240,"Thai, Restaurants","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}"
MNnCUYhi8JGEF7isbLXAFg,Form & Function,511 W Broad St,Boise,ID,43.6117234652,-116.2027365874,4.0,101,"Food, Coffee & Tea, Restaurants, Coffee Roasteries, Breakfast & Brunch","{'Monday': '6:30-15:0', 'Tuesday': '7:30-16:0', 'Wednesday': '6:30-15:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-16:0', 'Saturday': '7:30-16:0', 'Sunday': '8:0-14:0'}"
VkHexf3mBy-8hu2vsSVd4g,Chiwa Bistro,132 Christiana Mall,Newark,DE,39.679591,-75.651851,4.0,113,"Japanese, Taiwanese, Restaurants, Ramen, Asian Fusion, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}"
vAoCutZiiFsaZ7i8EQromg,Old Glory,"1200 Villa Pl, Ste 103",Nashville,TN,36.142935,-86.791587,4.0,193,"Cocktail Bars, Bars, Speakeasies, Food, Nightlife","{'Monday': '17:0-1:0', 'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-1:0'}"
L3Kf7QevGGbMneIi1jUsLw,TGI Fridays,2501 E Fowler Ave,Tampa,FL,28.0534969,-82.4308346,2.5,118,"Restaurants, American (Traditional), Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
aUZO-5L6goTb8PkaDNv1lg,Jimmy's BBQ,309 Lancaster Ave,Malvern,PA,40.039822,-75.549409,4.0,259,"Restaurants, Barbeque, Event Planning & Services, Caterers","{'Tuesday': '11:0-19:30', 'Wednesday': '11:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-19:15'}"
WO-ofNAvSuJpdRt9Auon6w,Heard Dat Kitchen,2520 Felicity St,New Orleans,LA,29.94386,-90.0863251,4.5,562,"Restaurants, Cajun/Creole, Seafood, Soul Food","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0'}"
J3heme4rT778bRp5UttGlA,BRGR Kitchen & Bar,10800 Gulf Blvd,Treasure Island,FL,27.7699127,-82.7704744,4.0,183,"Nightlife, Bars, Lounges, American (New), Restaurants","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-22:0'}"
I_3LMZ_1m2mzR0oLIOePIg,Pappy's Smokehouse,3106 Olive St,Saint Louis,MO,38.6351465972,-90.2240032723,4.5,3999,"Food, Restaurants, Caterers, Smokehouse, Barbeque, Food Trucks, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-16:0'}"
5CX7rtnwYnmqFCihOyWivg,Opa's Best Greek American Cuisine,4590 E Broadway Blvd,Tucson,AZ,32.2211714,-110.8947905,4.5,230,"Mediterranean, Restaurants, Greek","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
ju3OnrqQ5mprsnTghq1uZw,Riviera Maya Mexican Restaurant,9770 Crosspoint Blvd,Indianapolis,IN,39.9295406,-86.0295025,3.5,225,"Tex-Mex, Restaurants, Nightlife, Mexican, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}"
nYuwfmjaYdeJgZU_Q_ugaA,Bangkokville Thai Cuisine,395 Haywood Ln,Nashville,TN,36.0684532,-86.7179603,4.5,341,"Vegetarian, Restaurants, Thai","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
h_iXktY-bFKv6KR_G6yACA,The Sliced Pint,1511 Washington Ave,St Louis,MO,38.6324400548,-90.20049,3.5,181,"Sandwiches, Pubs, Nightlife, Restaurants, Bars, Beer Bar, Pizza","{'Monday': '0:0-0:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}"
LjuVfaLEIqbHF6l8hU-kxg,Applebee's Grill + Bar,10243 Big Bend Rd,Riverview,FL,27.791098,-82.340637,3.0,101,"Sports Bars, American (Traditional), Steakhouses, Burgers, Nightlife, Chicken Wings, Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-1:0'}"
erMhMS6BR4oTvDpJ_rjzJw,Sweet Eats Bakery,310 S Burnt Mill Rd,Voorhees,NJ,39.8539039887,-75.0080557251,4.0,210,"Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:30', 'Wednesday': '9:0-16:30', 'Thursday': '9:0-16:30', 'Friday': '8:0-15:0', 'Saturday': '9:0-16:30', 'Sunday': '8:0-14:0'}"
S2cKcdtOIDFyUfXYNPJUIw,The Turning Point of Marlton,300 Rte 73 S,Marlton,NJ,39.8904456623,-74.923508074,4.0,410,"American (Traditional), Food, Breakfast & Brunch, Juice Bars & Smoothies, Coffee & Tea, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '7:30-15:0', 'Sunday': '7:30-15:0'}"
UWB_Oi9dkPwXfhYgFMnjsw,Pinky's,3203 W Bay To Bay Blvd,Tampa,FL,27.919892,-82.4954903,4.0,625,"Breakfast & Brunch, Restaurants, Food, Sandwiches, Diners, Coffee & Tea","{'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}"
d93h4y-rinInIwBNvdayEg,Gil Tacos,1665 S Lynhurst Dr,Indianapolis,IN,39.7433649,-86.2497065,4.5,131,"Restaurants, Mexican, Food Stands","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}"
sKDqswbR_bwxLueSOHqqNA,Taste of Szechuan,2091 Marlton Pike E,Cherry Hill,NJ,39.8959227,-74.948939,4.5,174,"Szechuan, Restaurants, Vegetarian, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '16:0-21:30', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}"
U6PmPJdNMI_dTUPySS5TDg,Fruitwood Standup Market,2203 W Swann Ave,Tampa,FL,27.937564,-82.4823188,4.5,159,"Sandwiches, Fast Food, Beverage Store, Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Pizza, Cafes","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '11:0-16:0'}"
898K8ftMbdWe2Dc67QMC_Q,Salt Cracker Fish Camp,25 Causeway Blvd,Clearwater,FL,27.9767496661,-82.8264893219,4.0,483,"Restaurants, Burgers, American (New), Asian Fusion, Sandwiches, Seafood, Steakhouses","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-21:0'}"
uLg0FaTWN2mr3_rrcnoqTw,Atlantis Purple Parrot,3800 S Virginia St,Reno,NV,39.488826,-119.794024,3.5,205,"Restaurants, American (New), Salad, Sandwiches, Breakfast & Brunch, American (Traditional), Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
o45O8DI0MJXYsHnoIkP0jg,D'jakarta Cafe,1540 W Ritner St,Philadelphia,PA,39.9209022,-75.173679,4.5,107,"Restaurants, Seafood, Indonesian, Asian Fusion","{'Wednesday': '11:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-19:30'}"
