用户ID,商家ID,评分,评论时间
oXBhr-GbxjceT-g1UjBqLw,EmN6j5PKKUL7DkXnM267aQ,4.0,2021-09-15 00:34:01
oXBhr-GbxjceT-g1UjBqLw,a9-gYc8CKX6qbf4GX_VawA,5.0,2017-02-07 18:31:12
oXBhr-GbxjceT-g1UjBqLw,kdG6HXfXPk6YKZ6lkURaEg,4.0,2021-09-15 02:26:39
oXBhr-GbxjceT-g1UjBqLw,ytynqOUb3hjKeJfRj5Tshw,5.0,2019-06-19 00:58:11
oXHd9HUOGd9Lk_3nUNDYVA,xYEeA5rK8nQxSbETixCQbQ,5.0,2009-06-29 23:38:05
oY92RuxFvTCCVRwBWxZ6oQ,LD-IB5vYI18lEA-QlKY6tA,1.0,2013-07-05 05:35:56
oYn4yU4hI8w9vMQkR9bx1w,V2xSuNLZb6QAb7GdNkI3rg,1.0,2010-08-23 23:51:25
oZr4GjhaGl8vZJbiYYnvtA,F3b3-mmClvVPUT0WvK_guA,4.0,2013-09-14 01:17:25
o_Rh0x0AKTwniScJrHs5rA,pKONQc8eYlnF0L54YpJdQQ,5.0,2020-05-13 20:46:51
oazuTtSyKV6zrhbsgbdbUQ,4QMIJJWQOh7zpEwOXhFJqw,5.0,2017-05-21 18:26:18
obccZvZOAyI3XMZEKHkOIA,Pc3urwUFlzLyDP1qvsHQuA,1.0,2013-06-25 18:36:11
ocFniU3muXVYiwB-ieuMHQ,QJcjW79f5k_HLg5_KgjUtg,2.0,2013-07-27 00:17:46
ocSmiCHL5R9bBZTBmk_ryQ,Vf0inZOaad8sv1uG8mGIGw,2.0,2010-01-01 17:54:58
oeFiWvoOG0hpMOXXxblfyQ,3dQaEBDWOyqDYhP3-ac7NQ,3.0,2015-08-31 13:07:34
oeFiWvoOG0hpMOXXxblfyQ,B1OjiK9Bx5t_mIm9I6mZ-Q,4.0,2020-03-12 19:14:49
oeFiWvoOG0hpMOXXxblfyQ,BWkiW0r0h7ytdbWMhay7wA,4.0,2020-02-28 20:49:51
oeFiWvoOG0hpMOXXxblfyQ,Dkd-YyNmNwVs8PzmEaTIXQ,3.0,2015-08-02 23:50:54
oeFiWvoOG0hpMOXXxblfyQ,EP2jFD3aGoSBCWb7irY5-w,4.0,2010-02-07 00:40:48
oeFiWvoOG0hpMOXXxblfyQ,IQVNuWMkBBS0Oeuiy1xiig,3.0,2016-01-13 13:31:42
oeFiWvoOG0hpMOXXxblfyQ,K0oRQuRcTkrS-sQlfH5JMA,2.0,2020-03-12 19:15:47
oeFiWvoOG0hpMOXXxblfyQ,RW7yGyblB2pU6VT56LRCiw,2.0,2020-03-09 21:07:43
oeFiWvoOG0hpMOXXxblfyQ,SQmg_3x5JkjMl-16tjqjUg,4.0,2014-06-20 18:16:20
oeFiWvoOG0hpMOXXxblfyQ,TUCqijHJjzFJhtYhAzzDzQ,4.0,2018-01-06 14:19:40
oeFiWvoOG0hpMOXXxblfyQ,YKFGSDwaJx1qNYoNf3BarA,3.0,2017-02-07 17:37:08
oeFiWvoOG0hpMOXXxblfyQ,gLhl-yhJ8v15Bt8edl4T3g,5.0,2009-01-06 16:22:20
oeFiWvoOG0hpMOXXxblfyQ,gytqFU8j-b6dpNcLEwMDYQ,4.0,2019-11-27 18:43:15
oeFiWvoOG0hpMOXXxblfyQ,kVrugngpixLsf4pNu4uzrw,4.0,2012-01-13 17:24:44
oeFiWvoOG0hpMOXXxblfyQ,poUBW6Ssag7DeRzecF1ojw,4.0,2017-08-28 16:43:32
oeFiWvoOG0hpMOXXxblfyQ,urp71wTOT5uVuw0RsJE3MA,5.0,2009-07-25 23:55:58
oeFiWvoOG0hpMOXXxblfyQ,zIAYfpeYbnADNwJzVcGE8A,4.0,2015-09-11 13:05:14
oelaxNtXYexSlty5UjNnVg,l6cY2ndR-6GmqhVeuA0VgQ,1.0,2016-07-12 23:31:42
ofS7M8HgmXUy6_OrZUL5lw,egDsfkn6ZYrYRnlGe4I94g,4.0,2017-08-16 04:32:50
ofeLGyYo5yACoVzahgExZg,2bxZhBk8JZkJ1GqfTB0cUQ,4.0,2019-01-25 02:44:43
ofeLGyYo5yACoVzahgExZg,PP3BBaVxZLcJU54uP_wL6Q,1.0,2018-08-28 21:06:57
oh0P9_zRrIBPXFXKSnzobw,9kFMEa74Y79PKFGVO7dIPQ,4.0,2018-03-04 04:12:54
ohEm5Cu_2GrK1yKh1cFD3A,DhZVpgeBKxoLd91MiwTxpg,2.0,2016-10-26 01:18:26
oiB8fJMd96MNUugca5cvig,2dlQX5sP9X6Dlm1MmNOlSw,5.0,2016-04-20 16:41:16
oiB8fJMd96MNUugca5cvig,SqnMmUeoWrc5g66wAHOq4g,5.0,2017-03-25 22:09:47
oiB8fJMd96MNUugca5cvig,YdsPB-Wl4CEo56qaFTTlGQ,5.0,2016-07-16 19:09:04
oiB8fJMd96MNUugca5cvig,yGH9V9WTNGSZ6AHOW3kH-w,3.0,2017-03-24 17:09:03
ojc6MnSQqTN4S0-ibVsUVg,ka2XO8vL_PqCS-xk3SVauA,4.0,2021-06-17 22:31:31
ojeL33p_IOE_l8sUHYadeQ,2njTjQ35skXN171KoobeGg,5.0,2016-09-06 22:59:14
ojiN3u-8CVBPBisohY9_5Q,vUrTGX_7HxqeoQ_6QCVz6g,5.0,2020-01-06 15:55:29
ojyWQJtQ_ESVDvqL-69tLA,CxXYiJBkq9kqsgtdagqVgw,5.0,2013-05-03 13:13:05
ojyWQJtQ_ESVDvqL-69tLA,ev8KX9xeLe9fP9y-vV81tQ,4.0,2013-05-10 16:49:28
oknU9tuT6R16XlolOBnWHw,rWjFmr0hhi2w8IwMu162-Q,5.0,2013-12-11 20:18:56
om5YUf6LzeIFD2Vzx8myGA,_EqGhRXzlUaTpu5eToC8MA,1.0,2013-08-12 04:42:34
on8U60ad3CWezGjhTETGUw,lPx8jUBfK1K6u3UgowU5mg,1.0,2020-08-26 02:28:30
onNYlENuKUfA0kHGJ8brWA,9ruUYAz35q6mgUpxb5zZhg,2.0,2013-12-11 19:58:18
onQsolCnpHwtOZCIuI91vQ,5lvHhLX7-8Mg7Jg3efhwjw,5.0,2021-01-06 18:14:59
onQsolCnpHwtOZCIuI91vQ,WIY7S0HgG-pnHPARn8gFkg,4.0,2022-01-18 14:46:38
onQsolCnpHwtOZCIuI91vQ,WnVNjr9zVEpK85T7dbAfEg,2.0,2016-01-25 19:37:24
onWDQwgQNKp5CAUlMWVu1w,gMbsb4mAs8gkVVOcq0MmCg,2.0,2012-05-24 13:12:55
ooHF-vRzlkyN9UEVMKocAQ,5rSg5FARufPsy_ACLLhy-g,4.0,2021-12-26 12:32:24
ooHF-vRzlkyN9UEVMKocAQ,Jxe_xzKI4vFNHG_mG-04jg,4.0,2021-12-19 20:27:55
ooHF-vRzlkyN9UEVMKocAQ,W-GmQyyKIskcS3u7nHprtA,5.0,2021-12-26 17:44:34
ooPAEYfz67q-rKKZbqHuow,6iqDIQCE8sq7Xq1xvhG1Tg,5.0,2016-12-12 21:37:47
ooPAEYfz67q-rKKZbqHuow,ZTkUPKhgLBpEbNDo8Mi2xQ,5.0,2020-07-13 22:37:16
ooPAEYfz67q-rKKZbqHuow,_qdWW_AhhkW8jPs6HEtEfA,4.0,2017-09-26 15:46:39
ooRFU_Sx1YsBEZHo5LhPDA,NT5S6JV5wPwKOd3s3Yh1zQ,1.0,2011-01-18 07:36:16
oqbqGlV0J3yZ09iQopXPkQ,8gY3LGFUMIQubovGbSd7Nw,1.0,2012-11-14 21:56:10
oqwdKDpUl4toyahY3FW5cg,yFpOyYTVc2p2I-vNxe4nQw,5.0,2015-10-24 21:20:42
otulukyV-U8qR9Oqjm5EKg,ggNLqZxILZgGabRT_NPS_A,5.0,2021-03-05 16:09:11
ou6T6K7vDEveO7BXMl1N0w,EpFFiPHKx9yP-WqOCuxRCw,4.0,2008-12-02 20:23:15
ovUBZdJI16y-qasoqnGt5Q,8lkst0bYgdXr8CRQv6NloA,5.0,2012-05-06 21:22:44
ovUBZdJI16y-qasoqnGt5Q,EBonJ5tjkxBEUezwosVlLg,4.0,2013-07-19 14:42:10
ovUBZdJI16y-qasoqnGt5Q,Jy1ivHnSRtNNA6snZSAKBw,5.0,2013-09-17 13:42:30
ovUBZdJI16y-qasoqnGt5Q,XNllgtbX8Er5sixIrJMEoQ,4.0,2013-04-19 02:33:30
ovUBZdJI16y-qasoqnGt5Q,xZileQFJ7h-0QKjtGc9xgg,5.0,2012-01-31 00:33:52
ovq6MrgSLj8eUYlUY0dUiw,znx1v_c2IPKOXlYAbqFYvg,4.0,2010-04-27 04:16:29
ovsLfNfqY1a1tPjsQ8xeHw,SJPnC_1BEXUxvU2Xvn9rug,2.0,2017-02-07 17:31:39
ow_UcjjTpoUR_eAi5yQSEw,GBTPC53ZrG1ZBY3DT8Mbcw,5.0,2016-11-11 00:54:26
owwK10RJra-x8WsJYA_JiQ,UxNB5QSIiLepKdMHeU0qig,1.0,2013-08-07 13:20:01
oy-K-bNNFy2O9rwKC3dteQ,9cOgjbxMXq1bL5dJikc6pg,1.0,2015-08-01 16:49:34
oyXIV-9GRBBZrFydPCaR2w,-FM4CxOg4XXmX_Ebky_SiQ,4.0,2015-04-20 18:13:33
oyXIV-9GRBBZrFydPCaR2w,3NsTKp85H2FUjr1SURf0NQ,5.0,2020-12-28 22:15:08
oyXIV-9GRBBZrFydPCaR2w,FpNhzu3w0XgyedhOLDuK8g,5.0,2020-07-28 05:02:58
p-cjyOxCqBncdzeyVYaCCg,4ADeBcc3O4zmTrp60H4O_A,2.0,2020-11-18 00:45:05
p0MlckLEPUEmu6BjRd4Mzg,PM_WuWyoqrKf20vYcD6ihQ,4.0,2012-05-27 23:56:27
p2RjHD54UYD63Yw08Ch62Q,HoKH4Rk7wHfVT-60aYIYwA,1.0,2017-03-19 02:06:30
p2ccYH8esXucuDqSD-h_sQ,KHe6HAqmyioITwTvg9Bbcg,5.0,2016-01-06 18:55:39
p3s7gN4kYXNwL-CXIRUqiw,4iu7fFErsz7LS298z4bk8g,4.0,2014-12-26 16:37:34
p4UcEYTLJyh96o1R8wrJaQ,H-1qpp_77KggOAr9htUrEw,5.0,2018-09-03 01:59:06
p4UcEYTLJyh96o1R8wrJaQ,oGDGlUbOjHxmmCh8ZYcDCg,3.0,2016-07-21 01:15:52
p4dved0OUoh-lKaXSTdCXA,WYY48I1MVYSmVdd_ZQ1EOQ,4.0,2016-12-06 04:30:11
p571EFNKRyjqEvuf22HB4Q,q2rR-v9ZStix89t7ihyuqg,4.0,2021-06-21 14:09:09
p5eKzfGUZ7duXbDM0AM5bA,Dc9UvOn_v9-BU9Rn6l4ejQ,5.0,2013-11-05 01:01:33
p5eKzfGUZ7duXbDM0AM5bA,mSQ6nIPfqviBF8xIuhsJ7A,5.0,2010-07-12 00:16:20
p6RurvWCPEqR8PP4siwiVA,qBwOLby0sOJd3QG1o76W2w,5.0,2018-11-18 15:42:30
p6RurvWCPEqR8PP4siwiVA,ytynqOUb3hjKeJfRj5Tshw,5.0,2018-07-27 11:50:52
p7EenBVcJG5BSpt4SQTOFw,BN3LFoIi1AFQ4IZhvrMXsw,1.0,2014-05-15 06:01:28
p7OZx3RIeJPxSM4hP6wqEA,Bp2AWqJLBJoBjBwh85rDAw,2.0,2013-08-07 01:53:45
p7PDbz81PfqWRcNELcP86Q,KHe6HAqmyioITwTvg9Bbcg,5.0,2012-10-07 19:34:31
p82Oi8n25KffU7SV5yyYzQ,Qw7tz-UkPrpXaVidWuab4Q,5.0,2017-10-25 02:13:05
p8KJOjlQ2DCT1N0mHpOZGA,am3QhsWBeUfKwW4LgBIF6w,1.0,2011-08-08 04:42:45
p951o8o4e3cHC1DSyiKP7Q,ZmvCkhsCOWqA7ikXlbIr2g,5.0,2021-04-14 15:43:17
p9EVn2HV6nF8BMDphSu91g,jL251AHFcygyUEfAAF3h2Q,1.0,2020-03-15 19:53:29
p9vAOd-h58DhUBgIVwSqKg,MDtu8_LFbbkCgzCzIoEWng,4.0,2022-01-05 22:43:09
pAL87DkCLBtOCjKcGzZiEQ,CFBnmxqAm4vX6v4BFye70w,2.0,2009-12-09 14:46:27
pAL87DkCLBtOCjKcGzZiEQ,qFsh80AAL90tkOc0n98bqg,5.0,2011-01-03 16:03:09
pAL87DkCLBtOCjKcGzZiEQ,ziMvN9iVXWQJrBtzcEONMg,5.0,2010-01-11 21:21:32
pBWWyf-km3s-299Wdz1RPA,3zI7Ka2_ZsKh4UwbSFnXdw,5.0,2015-08-16 00:58:54
pCkb46E5BULDmd2u2_jU1g,6h7C53qLfwM7v3zKRqG0yA,5.0,2012-09-16 23:00:48
pCkb46E5BULDmd2u2_jU1g,znx1v_c2IPKOXlYAbqFYvg,5.0,2010-07-01 03:02:29
pCpZ6KF0vCOF3fyj9W8iMg,6fvE5PQQ8mldsMDU8IsQSQ,1.0,2017-01-25 16:06:35
pCpZ6KF0vCOF3fyj9W8iMg,P_TAcTKHmzQI4OPBDi7UFQ,5.0,2017-10-07 14:06:07
pCpZ6KF0vCOF3fyj9W8iMg,aeIWVa6G54UUo6yloJkyJg,4.0,2016-11-17 23:45:03
pDdpw_DYXXgtN9FPPi9QXg,VGXVIUK1l80w3W9HtPyHQg,1.0,2019-01-19 14:23:35
pF6b7enPFGUm7Esk0fMcoA,GBTPC53ZrG1ZBY3DT8Mbcw,4.0,2017-10-28 13:16:01
pF6b7enPFGUm7Esk0fMcoA,VNvJuCTMdGBj4lwC0L1Ghg,5.0,2018-01-25 13:23:37
pHAXWbzL3Zubw75DKXM2ZQ,18eWJFJbXyR9j_5xfcRLYA,3.0,2021-04-05 05:33:58
pHAXWbzL3Zubw75DKXM2ZQ,d25F64cGmUUlr3z7KytQeQ,5.0,2019-10-16 05:45:05
pI44KNBxtO_BeYM8KVx9BQ,6Ty-KKWq6hLZYW8DWEHYvg,2.0,2009-02-07 17:55:34
pJALqPYTjzoV9xpd34WB6g,iSRTaT9WngzB8JJ2YKJUig,4.0,2011-04-05 03:00:06
pK2w9UgmSe-cSqIScplZKg,iUZEGx29miZObLd6_lt7Vg,5.0,2021-04-23 19:10:23
pKlNbjLk4beS7EugMzg1iQ,dNC6G1FhDVQA5D58Oyg06g,5.0,2017-10-26 18:02:46
pLE9PzQ-3BNFbGjrMSxo2Q,HgPTy_OGoaxllb2EXkC1sQ,5.0,2016-03-19 17:13:37
pNdo_Y8k6nxuLkQ0h1pzgw,sqjixMtnm0jRnPfRLzQczA,1.0,2021-01-11 02:09:17
pNhB2Qr9OMlwhKiKAjUxnw,Gekeq1c-fuezmx0PSGQvzw,2.0,2018-06-01 16:57:35
pSUp9rQHnNHzzYHMMd_mVQ,aDm4JESclYP_L2tY_sqaDA,4.0,2015-01-19 07:42:14
pSUp9rQHnNHzzYHMMd_mVQ,wMWRpzjKgwIef2yJ41RCGw,2.0,2010-08-16 03:47:41
pSp_9luw5LaKHV-t1VAYag,H1lSVZSPz-Mz0P3g7o-SYQ,1.0,2020-12-06 22:14:29
pTGOYPbTtPJ_qlDvP3pxfw,6djwQL1FOoe0SZONQHjhrw,5.0,2015-10-26 02:51:19
pTvR_xN-sWY5-jakTKw1ag,0_J_SEJLxSjHcFfGgWeWow,5.0,2009-10-28 12:16:42
pTvR_xN-sWY5-jakTKw1ag,0s-BXJhYQc_mLFjHD4Xbww,4.0,2009-12-01 21:18:48
pTvR_xN-sWY5-jakTKw1ag,dISs1oH_xeNAOOEcmJiGZQ,5.0,2009-10-16 22:56:40
pTvR_xN-sWY5-jakTKw1ag,ovidzHT7tgT7QWwIRLYV9g,1.0,2009-09-21 17:50:00
pUNvLJwdJIOemOgU98mp1w,4UDm69SbXGjjlbVVy3GNcQ,5.0,2021-02-24 22:26:03
pUNvLJwdJIOemOgU98mp1w,7mpYTDb24SywNMRn3yeakQ,5.0,2017-01-25 16:15:50
pVoAyKAT7VGyPC5xktUkMQ,9KiDjwHiQbHBV6iSTvIz7Q,5.0,2015-12-08 17:28:55
pW5L2bEpxC5Kmn_-gozRCw,HH9x7WcNQR3cnwkHo_YL0w,2.0,2015-01-13 04:26:32
pXj2cuZRfa32cru76GGccg,mlT53d4uAbe2_W4eDP1TYg,1.0,2016-08-09 18:03:04
pY3RhoJEba2gCYajXi3qfg,LIcsCCOYqBO9k2tiO4Mrow,2.0,2019-03-30 17:22:17
p_-PUh3EtpMG6xnvXCWmbA,0IKbUmLM8pWn9t-Epf19iQ,1.0,2015-03-11 00:56:54
p_vLBzZ2AaWL3HHDPoHbzg,uJZgom8HpK74xz8IojpT0A,1.0,2014-07-23 22:29:39
pamPk2N-OrlMjrY_cFJN5Q,8iMubtt1hTafu5YhEzvZVg,5.0,2016-03-07 00:19:52
pdKV8bzFP0itnRPzL0nhOQ,WSx9-iYYyST_umny9sJBFg,5.0,2021-10-15 01:56:41
peuxbSQwXed-81cSqL7Ykw,0jpFptAehZhLl3nkhHDanA,4.0,2017-11-30 03:21:04
peuxbSQwXed-81cSqL7Ykw,FH0MVF7kK0D76Hh4e7hXfQ,4.0,2013-06-05 15:14:43
peuxbSQwXed-81cSqL7Ykw,H4Zf42Q3I8JyQ-V5l4dJrg,2.0,2013-04-04 00:50:05
peuxbSQwXed-81cSqL7Ykw,PDTart2-ChFYdNjECtreQg,4.0,2016-09-08 16:12:34
peuxbSQwXed-81cSqL7Ykw,b5hxsRw76UUXcotxlCipuQ,4.0,2013-06-03 15:04:34
peuxbSQwXed-81cSqL7Ykw,f3eve2cxUIzyanWnHdMtFQ,4.0,2017-11-26 22:08:45
pf4ZArZ0xFtqUE4UYqksEg,9gOB2Tqc_LtvSRDxviFlHA,4.0,2019-03-31 02:38:41
pf4ZArZ0xFtqUE4UYqksEg,B6Lvq3sOYwhKxPzadDka9g,4.0,2020-02-29 23:48:27
pf4ZArZ0xFtqUE4UYqksEg,zCELc_Vqc0EbnTwbkpUIEA,5.0,2018-03-09 16:56:34
pfLbnuY7SAacCKH-6jd-Dw,GXFMD0Z4jEVZBCsbPf4CTQ,4.0,2019-11-24 02:56:38
pfjxtVrBq3TyYCABiKIp3g,of-GVqY0G_UDHXT9Xg_ADQ,4.0,2019-06-23 15:04:35
pgQurApfbrV-rPKZKYo-Tw,dJ1ihpr-XH-Nt-CVrnJE9A,1.0,2009-05-12 15:20:11
pgQurApfbrV-rPKZKYo-Tw,l5cKnwfmnaG4QRZl7ZyNuA,5.0,2011-06-07 14:39:39
ph-z84q-N7YBGIR4S2wXAA,DTGg9ECF88UqbVHxWSDuHw,3.0,2018-12-31 01:22:47
pi11rKWFwxaUmSPX5fYZ9g,6jKFWxE2fJIhfwbYgwqcfg,5.0,2017-12-09 15:56:13
pi1z1fB2kutuXcRFEwPIjQ,nxdtFZh00Bdzf_OUNYdhYg,3.0,2015-05-21 11:06:48
piCI2ZaEeWkgkt2HSl-EBw,eUxD-l-Ddr1iMmzV6prNFw,4.0,2013-06-23 01:06:58
pik-8Iakk4QGi4NhNE9kTQ,O6RCCmz8-x4NhWJpI8KQug,1.0,2016-08-06 05:35:24
pkXWe1exvh-aVqYupbiLGQ,T6c7iPO8Y4t_GQiyevZbiQ,4.0,2019-01-22 16:32:25
pkXWe1exvh-aVqYupbiLGQ,a6J0Jq1GJ6Shk-L10Bp6Cw,4.0,2017-02-07 20:48:29
pkXWe1exvh-aVqYupbiLGQ,yyvFGYfw0azW5mA_th8ndQ,4.0,2017-08-28 15:24:58
plaAwbdAV_kua1K2ztZHVw,6GePX4W6Cl8LD68zUq_MAA,3.0,2008-08-02 18:21:04
pm7K54T6OmsDHREtiVBWGQ,ytynqOUb3hjKeJfRj5Tshw,5.0,2016-11-22 09:29:50
pn-dpgK1BB7Zv5pcMHircQ,muCelHtTlX5PrJd8JKkf_w,5.0,2018-06-05 02:24:17
pnTiEaqM4slogpY97n9Kvg,GXFMD0Z4jEVZBCsbPf4CTQ,3.0,2018-04-11 20:34:34
pnTiEaqM4slogpY97n9Kvg,UfWjaifeYmyldKxlEYI9cg,5.0,2019-04-23 17:36:28
pnTiEaqM4slogpY97n9Kvg,WUCm48LSSxeN3mZknFK7Wg,5.0,2020-05-14 23:08:32
pnTiEaqM4slogpY97n9Kvg,Y2Pfil51rNvTd_lFHwzb_g,3.0,2017-04-11 01:57:55
pnTiEaqM4slogpY97n9Kvg,kKPJLiHIr9Gd9sYs3GhxDQ,5.0,2020-01-24 18:37:36
pnTiEaqM4slogpY97n9Kvg,vN6v8m4DO45Z4pp8yxxF_w,5.0,2017-03-29 00:55:17
pou3BbKsIozfH50rxmnMew,0OJ6J4AoqpxjwQPp159lcg,4.0,2020-05-31 23:55:05
pou3BbKsIozfH50rxmnMew,0ZsqqzHu1HHkDdIKoivi5g,5.0,2016-08-29 15:33:19
pou3BbKsIozfH50rxmnMew,1ESz9IvQZbTh5i_UWmJcEQ,5.0,2015-12-01 14:57:43
pou3BbKsIozfH50rxmnMew,26107Pz4hjESgQ8J2c81rA,5.0,2013-09-26 05:44:56
pou3BbKsIozfH50rxmnMew,2KIDQyTh-HzLxOUEDqtDBg,5.0,2014-10-12 04:30:22
pou3BbKsIozfH50rxmnMew,2TK1p6uIO7dHDWOQeit0Fg,5.0,2018-05-04 14:02:16
pou3BbKsIozfH50rxmnMew,33zxFqIOe6Yg8qPXKkhUjg,5.0,2018-03-16 13:30:04
pou3BbKsIozfH50rxmnMew,3WC9HidyqFisiDxP1dcFCA,5.0,2016-02-07 03:55:47
pou3BbKsIozfH50rxmnMew,5SbXk54zWe22jg95R-8Fjw,5.0,2014-06-11 15:17:52
pou3BbKsIozfH50rxmnMew,69ccjOpx2iFvr1y2qas9uA,5.0,2017-08-20 21:09:11
pou3BbKsIozfH50rxmnMew,78aIT4P-0WgLipM2xCt_4w,4.0,2016-08-20 13:40:47
pou3BbKsIozfH50rxmnMew,8E2--KcyOrJx8my51jid2w,5.0,2014-02-25 16:15:51
pou3BbKsIozfH50rxmnMew,8MzF1Tlgz0pOkxmhP5dYzA,4.0,2012-04-02 01:26:51
pou3BbKsIozfH50rxmnMew,8ObCdQQ3mHwDsSsk75Z2lA,4.0,2014-10-07 19:53:25
pou3BbKsIozfH50rxmnMew,93UD654AB6IzMPFlQgwfOg,5.0,2018-06-21 13:26:47
pou3BbKsIozfH50rxmnMew,9O5FMfiJIi_u81D6ksG8Ag,5.0,2016-06-30 22:11:06
pou3BbKsIozfH50rxmnMew,9b-LZWsj75mmfMYuChXDkg,5.0,2012-05-14 17:52:26
pou3BbKsIozfH50rxmnMew,AlnAoqsqChTn1Eg3dzLmMw,3.0,2019-05-14 13:36:34
pou3BbKsIozfH50rxmnMew,BWkiW0r0h7ytdbWMhay7wA,5.0,2012-12-02 17:56:36
pou3BbKsIozfH50rxmnMew,Bk6uzC83wbmCHm2i5Uz8OA,3.0,2019-07-04 20:27:37
pou3BbKsIozfH50rxmnMew,Bs0JwJEUdfhL-FtLjuu3vA,5.0,2015-10-01 21:47:29
pou3BbKsIozfH50rxmnMew,C1QkJ4s_p3hMTrvOgM7ssA,4.0,2016-06-05 20:40:20
pou3BbKsIozfH50rxmnMew,Cmw00BFD1l-_DJHPuKi2Rw,5.0,2015-07-02 13:22:18
pou3BbKsIozfH50rxmnMew,DFymbOEhIpWVE_d6BnHFmw,4.0,2016-11-15 23:56:29
pou3BbKsIozfH50rxmnMew,Dkd-YyNmNwVs8PzmEaTIXQ,5.0,2015-05-14 12:56:05
pou3BbKsIozfH50rxmnMew,DsPomqfQZ44v5wD-My6dIQ,5.0,2018-08-13 06:19:48
pou3BbKsIozfH50rxmnMew,EUkh0Qyf_Y4-B69w_z8n6Q,3.0,2017-03-15 19:40:56
pou3BbKsIozfH50rxmnMew,EYw42-YsnMr0pbqM5YXRxw,5.0,2018-08-23 13:53:47
pou3BbKsIozfH50rxmnMew,EsV50Yt0y2y5PDYfTzmGCA,5.0,2013-03-16 06:21:55
pou3BbKsIozfH50rxmnMew,EurtMI6FITq7KHmmO94pnA,4.0,2020-06-10 16:13:36
pou3BbKsIozfH50rxmnMew,FHDuu5Mv1bEkusxEuhptZQ,5.0,2017-01-25 05:42:22
pou3BbKsIozfH50rxmnMew,Fbtcj6j9-byxq68ACKpcUA,4.0,2019-05-03 13:59:10
pou3BbKsIozfH50rxmnMew,GMVFik6o0Kh38ztkCkFi8g,5.0,2020-02-18 11:47:10
pou3BbKsIozfH50rxmnMew,GTS97x6mFLjGXn3ITKaQuw,3.0,2016-03-28 20:18:57
pou3BbKsIozfH50rxmnMew,GwfLqn_jOeYMvmgcL4om1w,4.0,2018-11-12 14:38:28
pou3BbKsIozfH50rxmnMew,IC1mLUQ_FmBEECFYjrDRfA,5.0,2017-09-08 15:37:11
pou3BbKsIozfH50rxmnMew,JQz0_R70G3bjQ5dRqrhxKQ,5.0,2016-04-13 19:58:30
pou3BbKsIozfH50rxmnMew,JSBN7e31b_K0aIg0BTjNdg,4.0,2014-12-07 16:06:09
pou3BbKsIozfH50rxmnMew,K0oRQuRcTkrS-sQlfH5JMA,4.0,2020-02-23 18:46:50
pou3BbKsIozfH50rxmnMew,KP5OncF2jhT7_J1phHPPww,5.0,2015-08-13 15:57:01
pou3BbKsIozfH50rxmnMew,KiwskluQ7tMqZqvuf872vg,5.0,2014-12-30 21:59:12
pou3BbKsIozfH50rxmnMew,Ks4r6DEqSbV8D2qc04RhTA,3.0,2015-09-25 14:21:42
pou3BbKsIozfH50rxmnMew,L5LLN0RafiV1Z9cddzvuCw,5.0,2014-11-19 17:04:55
pou3BbKsIozfH50rxmnMew,LporxuZB4AEg4mhLYhfpDw,4.0,2015-04-29 15:19:34
pou3BbKsIozfH50rxmnMew,M2ZrrqseHE5xssUrOL0Gtg,4.0,2012-03-06 02:20:25
pou3BbKsIozfH50rxmnMew,MQRZphoLZVK278Na2YjzgQ,4.0,2018-05-16 13:18:43
pou3BbKsIozfH50rxmnMew,Mha77MN_BYGB-w7DONZ5YA,4.0,2013-09-25 05:25:26
pou3BbKsIozfH50rxmnMew,MqrfqmuSgNyFAUSZ-YOToA,3.0,2019-08-25 16:10:49
pou3BbKsIozfH50rxmnMew,NBjZWsD9C-JwjsQ2mQlmNg,5.0,2016-02-07 15:12:57
pou3BbKsIozfH50rxmnMew,O0CyCnSFr7cYK78nH2w25Q,5.0,2016-11-15 23:57:02
pou3BbKsIozfH50rxmnMew,OAHRMd971k-yDQwRxzgc2g,5.0,2016-01-15 04:52:37
pou3BbKsIozfH50rxmnMew,OR1jehTozILIG4FzoxJcUw,5.0,2019-01-30 04:03:23
pou3BbKsIozfH50rxmnMew,Oo2QSeBVkx8HJQm8SIL1Fg,4.0,2016-03-29 12:57:25
pou3BbKsIozfH50rxmnMew,Ps7Q7BOKzJO4nDTUhbk43Q,5.0,2020-05-08 17:04:18
pou3BbKsIozfH50rxmnMew,Pud2rnFwby48KD1qSaAAXg,5.0,2018-07-29 18:39:15
pou3BbKsIozfH50rxmnMew,PvWUpIHqV13Qe9crQ6MOsA,4.0,2014-02-26 16:17:53
pou3BbKsIozfH50rxmnMew,QN38TkkGzF5vB1urbvi5nQ,5.0,2016-07-01 20:02:31
pou3BbKsIozfH50rxmnMew,QvB0NRTGDplwnfPZGq8chw,5.0,2013-10-05 05:17:47
pou3BbKsIozfH50rxmnMew,RMYjaB5krFGCtlOLf5TBwQ,5.0,2019-05-29 11:36:57
pou3BbKsIozfH50rxmnMew,RRCgIohWjaeGtlbpcYJBbw,4.0,2012-11-03 05:31:18
pou3BbKsIozfH50rxmnMew,R_Wi9jh57H_OzzAVWO71Bw,5.0,2019-12-21 12:32:04
pou3BbKsIozfH50rxmnMew,ReVpjIDupK_VMPn7ZxPvOQ,5.0,2014-10-23 18:44:38
